symbol,asOfDate,periodType,currencyCode,Amortization,AmortizationOfIntangiblesIncomeStatement,BasicAverageShares,BasicEPS,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfBusiness,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingRevenue,OtherGandA,OtherSpecialCharges,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ReconciledDepreciation,RestructuringAndMergernAcquisition,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
GS,2014-09-30,3M,USD,,,455499995.0,4.69,301000000.0,301000000.0,,469199995.0,4.57,2143000000.0,,0.0,2801000000.0,,0.0,1248000000.0,2297000000.0,2241000000.0,2143000000.0,2241000000.0,,,2241000000.0,2241000000.0,2241000000.0,1049000000.0,2241000000.0,7763000000.0,190000000.0,,,98000000.0,3305000000.0,301000000.0,,2801000000.0,129000000.0,2930000000.0,,0.0,1064000000.0,0.321936,7763000000.0,,,
GS,2014-12-31,3M,USD,,,450399995.0,4.5,352000000.0,352000000.0,,463399995.0,4.38,2032000000.0,,0.0,1955000000.0,,0.0,1173000000.0,2134000000.0,2166000000.0,2032000000.0,2166000000.0,,,2166000000.0,2166000000.0,2166000000.0,961000000.0,2274637383.17757,7019000000.0,203000000.0,161000000.0,,134000000.0,3210000000.0,352000000.0,,1955000000.0,141000000.0,2096000000.0,-161000000.0,-52362616.82243,1044000000.0,0.325234,7019000000.0,-161000000.0,-161000000.0,
GS,2015-03-31,3M,USD,,,453299995.0,6.05,219000000.0,219000000.0,,462899995.0,5.94,2748000000.0,,0.0,4459000000.0,11000000.0,,1176000000.0,2035000000.0,2844000000.0,2748000000.0,2844000000.0,,,2844000000.0,2844000000.0,2844000000.0,859000000.0,2981370000.0,9979000000.0,198000000.0,190000000.0,,96000000.0,3934000000.0,219000000.0,,4459000000.0,139000000.0,4598000000.0,-190000000.0,-52630000.0,1090000000.0,0.277,9979000000.0,-190000000.0,-190000000.0,22000000.0
GS,2015-06-30,3M,USD,,,451399995.0,2.01,265000000.0,265000000.0,,461599995.0,1.98,916000000.0,,0.0,3809000000.0,,,1487000000.0,2150000000.0,1048000000.0,916000000.0,1048000000.0,,,1048000000.0,1048000000.0,1048000000.0,663000000.0,1928417149.478563,8422000000.0,203000000.0,1450000000.0,,132000000.0,1726000000.0,265000000.0,,3809000000.0,147000000.0,3956000000.0,-1450000000.0,-569582850.521437,678000000.0,0.392816,8422000000.0,-1450000000.0,-1450000000.0,
GS,2015-09-30,3M,USD,,,448999995.0,2.95,222000000.0,222000000.0,,458599995.0,2.9,1330000000.0,,0.0,2351000000.0,,,1277000000.0,2119000000.0,1426000000.0,1330000000.0,1426000000.0,,,1426000000.0,1426000000.0,1426000000.0,842000000.0,1715939393.939394,6196000000.0,200000000.0,416000000.0,,96000000.0,2046000000.0,222000000.0,,2351000000.0,123000000.0,2474000000.0,-416000000.0,-126060606.060606,620000000.0,0.30303,6196000000.0,-416000000.0,-416000000.0,
GS,2015-12-31,3M,USD,,,442199995.0,1.28,285000000.0,285000000.0,,451899995.0,1.27,574000000.0,,0.0,2059000000.0,25000000.0,,1448000000.0,2148000000.0,765000000.0,574000000.0,765000000.0,,,765000000.0,765000000.0,765000000.0,700000000.0,2156557835.820896,6647000000.0,205000000.0,1950000000.0,,191000000.0,1072000000.0,285000000.0,,2059000000.0,148000000.0,2207000000.0,-1950000000.0,-558442164.179104,307000000.0,0.286381,6647000000.0,-1950000000.0,-1950000000.0,0.0
GS,2016-03-31,3M,USD,,,440799995.0,2.71,239000000.0,239000000.0,,447399995.0,2.68,1200000000.0,,0.0,2662000000.0,,,1465000000.0,2348000000.0,1135000000.0,1200000000.0,1135000000.0,,,1135000000.0,1135000000.0,1135000000.0,883000000.0,1190440000.0,5647000000.0,197000000.0,77000000.0,,-65000000.0,1576000000.0,239000000.0,,2662000000.0,122000000.0,2784000000.0,-77000000.0,-21560000.0,441000000.0,0.28,5647000000.0,-77000000.0,-77000000.0,
GS,2016-06-30,3M,USD,,,431899995.0,3.77,245000000.0,245000000.0,,439199995.0,3.72,1634000000.0,,0.0,3331000000.0,,,1776000000.0,2530000000.0,1822000000.0,1634000000.0,1822000000.0,,,1822000000.0,1822000000.0,1822000000.0,754000000.0,1915208282.582217,7307000000.0,205000000.0,126000000.0,,188000000.0,2463000000.0,245000000.0,,3331000000.0,112000000.0,3443000000.0,-126000000.0,-32791717.417783,641000000.0,0.260252,7307000000.0,-126000000.0,-126000000.0,
GS,2016-09-30,3M,USD,,,422399995.0,4.96,247000000.0,247000000.0,,430199995.0,4.88,2100000000.0,,0.0,3207000000.0,,,1775000000.0,2389000000.0,2094000000.0,2100000000.0,2094000000.0,,,2094000000.0,2094000000.0,2094000000.0,614000000.0,2127585774.058577,7555000000.0,207000000.0,46000000.0,,-6000000.0,2868000000.0,247000000.0,,3207000000.0,92000000.0,3299000000.0,-46000000.0,-12414225.941423,774000000.0,0.269874,7555000000.0,-46000000.0,-46000000.0,
GS,2016-12-31,3M,USD,,,415199995.0,5.17,267000000.0,267000000.0,,423499995.0,5.08,2153000000.0,,0.0,2447000000.0,,,2088000000.0,2424000000.0,2347000000.0,2153000000.0,2347000000.0,,,2347000000.0,2347000000.0,2347000000.0,336000000.0,2448562849.573153,7544000000.0,200000000.0,147000000.0,,194000000.0,3397000000.0,267000000.0,,2447000000.0,131000000.0,2578000000.0,-147000000.0,-45437150.426847,1050000000.0,0.309096,7544000000.0,-147000000.0,-147000000.0,
GS,2017-03-31,3M,USD,,,412499995.0,5.23,257000000.0,257000000.0,,420099995.0,5.15,2162000000.0,,0.0,3291000000.0,,,2230000000.0,2746000000.0,2255000000.0,2162000000.0,2255000000.0,,,2255000000.0,2255000000.0,2255000000.0,516000000.0,2378432000.0,7411000000.0,223000000.0,139000000.0,,93000000.0,2539000000.0,257000000.0,,3291000000.0,134000000.0,3425000000.0,-139000000.0,-15568000.0,284000000.0,0.112,7411000000.0,-139000000.0,-139000000.0,
GS,2017-06-30,3M,USD,,,406099995.0,4.0,265000000.0,265000000.0,,413299995.0,3.95,1631000000.0,,0.0,3233000000.0,,,2432000000.0,3220000000.0,1831000000.0,1631000000.0,1831000000.0,,,1831000000.0,1831000000.0,1831000000.0,788000000.0,1831000000.0,7224000000.0,224000000.0,22000000.0,,200000000.0,2509000000.0,265000000.0,,3233000000.0,141000000.0,3374000000.0,-22000000.0,0.0,678000000.0,0.270227,7224000000.0,-22000000.0,-22000000.0,
GS,2017-09-30,3M,USD,,,398199996.0,5.09,280000000.0,280000000.0,,405699995.0,5.02,2035000000.0,,0.0,3172000000.0,,,2681000000.0,3411000000.0,2128000000.0,2035000000.0,2128000000.0,,,2128000000.0,2128000000.0,2128000000.0,730000000.0,2140870967.741935,7701000000.0,220000000.0,18000000.0,,93000000.0,2976000000.0,280000000.0,,3172000000.0,138000000.0,3310000000.0,-18000000.0,-5129032.258065,848000000.0,0.284946,7701000000.0,-18000000.0,-18000000.0,
GS,2017-12-31,3M,USD,,,389799996.0,-5.51,350000000.0,350000000.0,,389799996.0,-5.51,-2143000000.0,,0.0,2157000000.0,,,2838000000.0,3736000000.0,-1928000000.0,-2143000000.0,-1928000000.0,,,-1928000000.0,-1928000000.0,-1928000000.0,898000000.0,-1922600000.0,7197000000.0,230000000.0,9000000.0,,215000000.0,3108000000.0,350000000.0,,2157000000.0,175000000.0,2332000000.0,-9000000.0,-3600000.0,5036000000.0,0.4,7197000000.0,-9000000.0,-9000000.0,
GS,2018-03-31,3M,USD,,,389099996.0,7.02,299000000.0,299000000.0,,393799996.0,6.95,2737000000.0,,0.0,4115000000.0,,,3312000000.0,4230000000.0,2832000000.0,2737000000.0,2832000000.0,,,2832000000.0,2832000000.0,2832000000.0,918000000.0,2868432000.0,9192000000.0,251000000.0,44000000.0,,95000000.0,3419000000.0,299000000.0,,4115000000.0,182000000.0,4297000000.0,-44000000.0,-7568000.0,587000000.0,0.172,9192000000.0,-44000000.0,-44000000.0,
GS,2018-06-30,3M,USD,,,387799996.0,6.04,335000000.0,335000000.0,,392599996.0,5.98,2348000000.0,,0.0,3466000000.0,,,3918000000.0,4920000000.0,2565000000.0,2348000000.0,2565000000.0,,,2565000000.0,2565000000.0,2565000000.0,1002000000.0,2680879120.879121,8590000000.0,260000000.0,148000000.0,,217000000.0,3276000000.0,335000000.0,,3466000000.0,183000000.0,3649000000.0,-148000000.0,-32120879.120879,711000000.0,0.217033,8590000000.0,-148000000.0,-148000000.0,
GS,2018-09-30,3M,USD,,,385399996.0,6.35,317000000.0,317000000.0,,390499996.0,6.28,2453000000.0,,0.0,3091000000.0,,,4205000000.0,5061000000.0,2524000000.0,2453000000.0,2524000000.0,,,2524000000.0,2524000000.0,2524000000.0,856000000.0,2504319688.109162,7772000000.0,250000000.0,136000000.0,,71000000.0,3078000000.0,317000000.0,,3091000000.0,167000000.0,3258000000.0,24000000.0,4319688.109162,554000000.0,0.179987,7772000000.0,24000000.0,24000000.0,
GS,2018-12-31,3M,USD,,,379499996.0,6.11,377000000.0,377000000.0,,384299996.0,6.04,2322000000.0,,0.0,1857000000.0,,,4477000000.0,5468000000.0,2538000000.0,2322000000.0,2538000000.0,,,2538000000.0,2538000000.0,2538000000.0,991000000.0,3021607090.103397,7250000000.0,262000000.0,516000000.0,,216000000.0,2708000000.0,377000000.0,,1857000000.0,208000000.0,2065000000.0,-516000000.0,-32392909.896603,170000000.0,0.062777,7250000000.0,-516000000.0,-516000000.0,
GS,2019-03-31,3M,USD,,,379799996.0,5.73,368000000.0,368000000.0,,382399996.0,5.71,2182000000.0,,0.0,3259000000.0,,,4379000000.0,5597000000.0,2251000000.0,2182000000.0,2251000000.0,,,2251000000.0,2251000000.0,2251000000.0,1218000000.0,2281636000.0,8045000000.0,286000000.0,37000000.0,,69000000.0,2719000000.0,368000000.0,,3259000000.0,184000000.0,3443000000.0,-37000000.0,-6364000.0,468000000.0,0.172,8045000000.0,-37000000.0,-37000000.0,
GS,2019-06-30,3M,USD,,,374499996.0,5.86,399000000.0,399000000.0,,377999996.0,5.81,2198000000.0,,0.0,3317000000.0,,,4689000000.0,5760000000.0,2421000000.0,2198000000.0,2421000000.0,,,2421000000.0,2421000000.0,2421000000.0,1071000000.0,2472098816.757275,8638000000.0,290000000.0,66000000.0,,223000000.0,3127000000.0,399000000.0,,3317000000.0,186000000.0,3503000000.0,-66000000.0,-14901183.242725,706000000.0,0.225776,8638000000.0,-66000000.0,-66000000.0,
GS,2019-09-30,3M,USD,,,369999996.0,4.83,473000000.0,473000000.0,,374299996.0,4.79,1793000000.0,,0.0,2731000000.0,,,4451000000.0,5459000000.0,1877000000.0,1793000000.0,1877000000.0,,,1877000000.0,1877000000.0,1877000000.0,1008000000.0,1913514486.754967,7470000000.0,283000000.0,47000000.0,,84000000.0,2416000000.0,473000000.0,,2731000000.0,169000000.0,2900000000.0,-47000000.0,-10485513.245033,539000000.0,0.223096,7470000000.0,-47000000.0,-47000000.0,
GS,2019-12-31,3M,USD,,,362399996.0,4.74,464000000.0,464000000.0,,367299996.0,4.69,1724000000.0,,0.0,3046000000.0,,,3857000000.0,4922000000.0,1917000000.0,1724000000.0,1917000000.0,,,1917000000.0,1917000000.0,1917000000.0,1065000000.0,2817271434.726411,9141000000.0,308000000.0,1090000000.0,,193000000.0,2321000000.0,464000000.0,,3046000000.0,200000000.0,3246000000.0,-1090000000.0,-189728565.273589,404000000.0,0.174063,9141000000.0,-1090000000.0,-1090000000.0,
GS,2020-03-31,3M,USD,,,357999996.0,3.12,437000000.0,437000000.0,,361099996.0,3.11,1123000000.0,,0.0,3235000000.0,,,3437000000.0,4750000000.0,1213000000.0,1123000000.0,1213000000.0,,,1213000000.0,1213000000.0,1213000000.0,1313000000.0,1378600000.0,7768000000.0,321000000.0,184000000.0,,90000000.0,1348000000.0,437000000.0,,3235000000.0,153000000.0,3388000000.0,-184000000.0,-18400000.0,135000000.0,0.1,7768000000.0,-184000000.0,-184000000.0,
GS,2020-06-30,3M,USD,,,355699996.0,6.29,499000000.0,499000000.0,,359099996.0,6.26,2247000000.0,,0.0,4478000000.0,,,2090000000.0,3034000000.0,2423000000.0,2247000000.0,2423000000.0,,,2423000000.0,2423000000.0,2423000000.0,944000000.0,3115809379.727685,12350000000.0,345000000.0,945000000.0,,176000000.0,3305000000.0,499000000.0,,4478000000.0,89000000.0,4567000000.0,-945000000.0,-252190620.272315,882000000.0,0.266868,12350000000.0,-945000000.0,-945000000.0,
GS,2020-09-30,3M,USD,,,355899996.0,9.77,468000000.0,468000000.0,,359899996.0,9.68,3483000000.0,,0.0,3117000000.0,,,1848000000.0,2932000000.0,3617000000.0,3483000000.0,3617000000.0,,,3617000000.0,3617000000.0,3617000000.0,1084000000.0,3621770718.839305,9870000000.0,340000000.0,6000000.0,,134000000.0,4549000000.0,468000000.0,,3117000000.0,70000000.0,3187000000.0,-6000000.0,-1229281.160695,932000000.0,0.20488,9870000000.0,-6000000.0,-6000000.0,
GS,2020-12-31,3M,USD,,,355999996.0,12.23,498000000.0,498000000.0,,360999996.0,12.08,4362000000.0,,0.0,2479000000.0,39000000.0,,1563000000.0,2973000000.0,4506000000.0,4362000000.0,4506000000.0,,,4506000000.0,4506000000.0,4506000000.0,1410000000.0,4525517054.68327,10655000000.0,341000000.0,24000000.0,,144000000.0,5541000000.0,498000000.0,,2479000000.0,89000000.0,2568000000.0,-24000000.0,-4482945.31673,1035000000.0,0.186789,10655000000.0,-24000000.0,-24000000.0,
GS,2021-03-31,3M,USD,,,356599996.0,18.8,498000000.0,498000000.0,,360899996.0,18.6,6711000000.0,,0.0,6043000000.0,,,1572000000.0,3054000000.0,6836000000.0,6711000000.0,6836000000.0,,,6836000000.0,6836000000.0,6836000000.0,1482000000.0,6896680000.0,17704000000.0,,74000000.0,,125000000.0,8337000000.0,498000000.0,,6043000000.0,80000000.0,6123000000.0,-74000000.0,-13320000.0,1501000000.0,0.18,17704000000.0,-74000000.0,-74000000.0,
GS,2021-06-30,3M,USD,,,350799996.0,15.22,520000000.0,520000000.0,,355999996.0,15.02,5347000000.0,,0.0,5263000000.0,,,1310000000.0,2939000000.0,5486000000.0,5347000000.0,5486000000.0,,,5486000000.0,5486000000.0,5486000000.0,1629000000.0,5667262573.099415,15388000000.0,,226000000.0,,139000000.0,6840000000.0,520000000.0,,5263000000.0,115000000.0,5378000000.0,-226000000.0,-44737426.900585,1354000000.0,0.197953,15388000000.0,-226000000.0,-226000000.0,
GS,2021-09-30,3M,USD,,,348299996.0,15.14,509000000.0,509000000.0,,353899996.0,14.93,5284000000.0,,0.0,3167000000.0,,,1553000000.0,3117000000.0,5378000000.0,5284000000.0,5378000000.0,,,5378000000.0,5378000000.0,5378000000.0,1564000000.0,5418873428.821982,13608000000.0,,52000000.0,,94000000.0,6842000000.0,509000000.0,,3167000000.0,165000000.0,3332000000.0,-52000000.0,-11126571.178018,1464000000.0,0.213973,13608000000.0,-52000000.0,-52000000.0,
GS,2021-12-31,3M,USD,,,346599996.0,10.96,488000000.0,488000000.0,,352299996.0,10.81,3809000000.0,,0.0,3246000000.0,9000000.0,,1215000000.0,3010000000.0,3935000000.0,3809000000.0,3935000000.0,,,3935000000.0,3935000000.0,3935000000.0,1795000000.0,4077521393.034826,12639000000.0,,182000000.0,,126000000.0,5025000000.0,488000000.0,,3246000000.0,193000000.0,3439000000.0,-182000000.0,-39478606.965174,1090000000.0,0.216915,12639000000.0,-182000000.0,-182000000.0,
GS,2022-03-31,3M,USD,,,351199996.0,10.87,492000000.0,492000000.0,,355899996.0,10.76,3831000000.0,,0.0,4083000000.0,,,1385000000.0,3212000000.0,3939000000.0,3831000000.0,3939000000.0,,,3939000000.0,3939000000.0,3939000000.0,1827000000.0,4044750000.0,12933000000.0,,125000000.0,,108000000.0,4656000000.0,492000000.0,,4083000000.0,162000000.0,4245000000.0,-125000000.0,-19250000.0,717000000.0,0.154,12933000000.0,-125000000.0,-125000000.0,
GS,2022-06-30,3M,USD,,,354999996.0,7.81,570000000.0,570000000.0,,360499996.0,7.73,2786000000.0,,0.0,3695000000.0,,,3117000000.0,4851000000.0,2927000000.0,2786000000.0,2927000000.0,,,2927000000.0,2927000000.0,2927000000.0,1734000000.0,2927000000.0,11864000000.0,,91000000.0,,141000000.0,3544000000.0,570000000.0,,3695000000.0,235000000.0,3930000000.0,-91000000.0,0.0,617000000.0,0.174097,11864000000.0,-91000000.0,-91000000.0,
GS,2022-09-30,3M,USD,,,352799996.0,8.35,666000000.0,666000000.0,,359199996.0,8.25,2962000000.0,,0.0,3606000000.0,106000000.0,,6507000000.0,8550000000.0,3069000000.0,2962000000.0,3069000000.0,,,3069000000.0,3069000000.0,3069000000.0,2043000000.0,3225064696.485623,11975000000.0,,191000000.0,,107000000.0,3756000000.0,666000000.0,,3606000000.0,199000000.0,3805000000.0,-191000000.0,-34935303.514377,687000000.0,0.182907,11975000000.0,-191000000.0,-191000000.0,
GS,2022-12-31,3M,USD,,,349500000.0,3.35,727000000.0,727000000.0,,356700000.0,3.32,1185000000.0,,0.0,3764000000.0,184000000.0,,10337000000.0,12411000000.0,1326000000.0,1185000000.0,1326000000.0,,,1326000000.0,1326000000.0,1326000000.0,2074000000.0,1472466666.666667,10593000000.0,,169000000.0,,141000000.0,1530000000.0,727000000.0,,3764000000.0,216000000.0,3980000000.0,-169000000.0,-22533333.333333,204000000.0,0.133333,10593000000.0,-169000000.0,-169000000.0,
GS,2023-03-31,3M,USD,,,346600000.0,8.87,615000000.0,615000000.0,,351300000.0,8.79,3087000000.0,,0.0,4090000000.0,,,13157000000.0,14938000000.0,3234000000.0,3087000000.0,3234000000.0,,,3234000000.0,3234000000.0,3234000000.0,1781000000.0,3579870000.0,12224000000.0,,72000000.0,,147000000.0,3993000000.0,615000000.0,,4090000000.0,172000000.0,4262000000.0,-427000000.0,-81130000.0,759000000.0,0.19,12224000000.0,-427000000.0,-427000000.0,355000000.0
JPM,1985-09-30,3M,USD,,,,,,,,,,,,,,,,,,,,95600000.0,,,,,95600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1985-12-31,3M,USD,,,,,,,,,,,,,,,,,,,,97600000.0,,,,,97600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1986-03-31,3M,USD,,,147943028.0,0.65,,,,147943028.0,0.63,,,,,,,,,,,102600000.0,,,,,102600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1986-06-30,3M,USD,,,,,,,,,,,,,,,,,,,,98300000.0,,,,,98300000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1986-09-30,3M,USD,,,,,,,,,,,,,,,,,,,,99100000.0,,,,,99100000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1986-12-31,3M,USD,,,,,,,,,,,,,,,,,,,,102400000.0,,,,,102400000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1987-03-31,3M,USD,,,152497751.0,0.53,,,,152497751.0,0.53,,,,,,,,,,,86200000.0,,,,,86200000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1987-06-30,3M,USD,,,,,,,,,,,,,,,,,,,,-1103100000.0,,,,,-1103100000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1987-09-30,3M,USD,,,,,,,,,,,,,,,,,,,,-66400000.0,,,,,-66400000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1987-12-31,3M,USD,,,,,,,,,,,,,,,,,,,,229600000.0,,,,,229600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1988-03-31,3M,USD,,,168596702.0,0.65,,,,168596702.0,0.65,,,,,,,,,,,125500000.0,,,,,125500000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1988-06-30,3M,USD,,,,,,,,,,,,,,,,,,,,127700000.0,,,,,127700000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1988-09-30,3M,USD,,,,,,,,,,,,,,,,,,,,211900000.0,,,,,211900000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1988-12-31,3M,USD,,,,,,,,,,,,,,,,,,,,288500000.0,,,,,288500000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1989-03-31,3M,USD,,,193208396.0,0.5,,,,193208396.0,0.5,,,,,,,,,,,117900000.0,,,,,117900000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1989-06-30,3M,USD,,,,,,,,,,,,,,,,,,,,128600000.0,,,,,128600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1989-09-30,3M,USD,,,,,,,,,,,,,,,,,,,,-824600000.0,,,,,-824600000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1989-12-31,3M,USD,,,,,,,,,,,,,,,,,,,,95900000.0,,,,,95900000.0,,,,,,,,,,,,,,,,,,,,,
JPM,1990-03-31,3M,USD,,,370440780.0,0.52,,,,370440780.0,0.52,133700000.0,,-1400000.0,339100000.0,,,1153900000.0,1636300000.0,151700000.0,133700000.0,151700000.0,,,151700000.0,151700000.0,151700000.0,482400000.0,151700000.0,928100000.0,,,,18000000.0,170100000.0,54000000.0,,339100000.0,,339100000.0,,0.0,18400000.0,0.108172,928100000.0,,,
JPM,1990-06-30,3M,USD,,,273823529.0,0.34,,,,273823529.0,0.34,93100000.0,,3000000.0,338300000.0,,,1097800000.0,1608000000.0,113100000.0,93100000.0,113100000.0,,,113100000.0,113100000.0,113100000.0,510200000.0,113100000.0,848200000.0,,,,20000000.0,130300000.0,56000000.0,,338300000.0,,338300000.0,,0.0,17200000.0,0.132003,848200000.0,,,
JPM,1990-09-30,3M,USD,,,272608696.0,-0.23,,,,272608696.0,-0.23,-62700000.0,,1000000.0,338700000.0,,,1127500000.0,1646500000.0,-43700000.0,-62700000.0,-43700000.0,,,-43700000.0,-43700000.0,-43700000.0,519000000.0,-43700000.0,856100000.0,,,,19000000.0,-27900000.0,66000000.0,,338700000.0,,338700000.0,,0.0,15800000.0,0.4,856100000.0,,,
JPM,1990-12-31,3M,USD,,,,,,,,,,49100000.0,,11200000.0,319200000.0,,,1080700000.0,1620200000.0,70100000.0,49100000.0,70100000.0,,,70100000.0,70100000.0,70100000.0,539500000.0,70100000.0,874200000.0,,,,21000000.0,73900000.0,60000000.0,,319200000.0,,319200000.0,,0.0,3800000.0,0.051421,874200000.0,,,
JPM,1991-03-31,3M,USD,,,272000000.0,0.25,,,,272000000.0,0.25,68000000.0,,600000.0,342900000.0,,,914700000.0,1464200000.0,87000000.0,68000000.0,87000000.0,,,87000000.0,87000000.0,87000000.0,549500000.0,87000000.0,866200000.0,,,,19000000.0,74900000.0,57000000.0,,342900000.0,,342900000.0,,0.0,-12100000.0,0.4,866200000.0,,,
JPM,1991-06-30,3M,USD,,,277777778.0,0.27,,,,277777778.0,0.27,75000000.0,,-700000.0,346500000.0,,,806000000.0,1377700000.0,94000000.0,75000000.0,94000000.0,,,94000000.0,94000000.0,94000000.0,571700000.0,94000000.0,928500000.0,,,,19000000.0,110600000.0,50000000.0,,346500000.0,,346500000.0,,0.0,16600000.0,0.15009,928500000.0,,,
JPM,1991-09-30,3M,USD,,,272195122.0,0.41,,,,272195122.0,0.41,111600000.0,,5300000.0,343400000.0,,,792500000.0,1380500000.0,131600000.0,111600000.0,131600000.0,,,131600000.0,131600000.0,131600000.0,588000000.0,131600000.0,995300000.0,,,,20000000.0,155300000.0,46000000.0,,343400000.0,,343400000.0,,0.0,23700000.0,0.152608,995300000.0,,,
JPM,1991-12-31,3M,USD,,,,,,,,,,-234600000.0,,104800000.0,1336200000.0,,,4655800000.0,7059600000.0,-158600000.0,-234600000.0,-158600000.0,,,-158600000.0,-158600000.0,-158600000.0,2403800000.0,-158600000.0,4169000000.0,,,,76000000.0,-50800000.0,39000000.0,,1336200000.0,,1336200000.0,,0.0,107800000.0,0.4,4169000000.0,,,
JPM,1992-03-31,3M,USD,,,684848485.0,0.33,,,,684848485.0,0.33,226000000.0,,32000000.0,605000000.0,,,1306000000.0,2421000000.0,260000000.0,226000000.0,260000000.0,,,260000000.0,260000000.0,260000000.0,1115000000.0,260000000.0,1925000000.0,,,,34000000.0,351000000.0,82000000.0,,605000000.0,,605000000.0,,0.0,91000000.0,0.259259,1925000000.0,,,
JPM,1992-06-30,3M,USD,,,700000000.0,0.28,,,,700000000.0,0.28,196000000.0,,15000000.0,582000000.0,,,1193000000.0,2292000000.0,240000000.0,196000000.0,240000000.0,,,240000000.0,240000000.0,240000000.0,1099000000.0,240000000.0,1843000000.0,,,,44000000.0,307000000.0,82000000.0,,582000000.0,,582000000.0,,0.0,67000000.0,0.218241,1843000000.0,,,
JPM,1992-09-30,3M,USD,,,751515152.0,0.33,,,,751515152.0,0.33,248000000.0,,8000000.0,578000000.0,,,1098000000.0,2256000000.0,282000000.0,248000000.0,282000000.0,,,282000000.0,282000000.0,282000000.0,1158000000.0,282000000.0,1933000000.0,,,,34000000.0,337000000.0,74000000.0,,578000000.0,,578000000.0,,0.0,55000000.0,0.163205,1933000000.0,,,
JPM,1992-12-31,3M,USD,,,,,,,,,,263000000.0,,-2000000.0,584000000.0,,,953000000.0,2179000000.0,304000000.0,263000000.0,304000000.0,,,304000000.0,304000000.0,304000000.0,1226000000.0,304000000.0,1923000000.0,,,,41000000.0,334000000.0,81000000.0,,584000000.0,,584000000.0,,0.0,30000000.0,0.08982,1923000000.0,,,
JPM,1993-03-31,3M,USD,,,728260870.0,0.46,,,,728260870.0,0.46,335000000.0,,70000000.0,603000000.0,,,975000000.0,2124000000.0,374000000.0,335000000.0,339000000.0,,35000000.0,339000000.0,339000000.0,374000000.0,1149000000.0,339000000.0,2074000000.0,,,,39000000.0,486000000.0,69000000.0,,603000000.0,,603000000.0,,0.0,147000000.0,0.302469,2074000000.0,,,
JPM,1993-06-30,3M,USD,,,757777778.0,0.45,,,,757777778.0,0.45,341000000.0,,5000000.0,634000000.0,,,957000000.0,2132000000.0,381000000.0,341000000.0,381000000.0,,,381000000.0,381000000.0,381000000.0,1175000000.0,381000000.0,2217000000.0,,,,40000000.0,542000000.0,77000000.0,,634000000.0,,634000000.0,,0.0,161000000.0,0.297048,2217000000.0,,,
JPM,1993-09-30,3M,USD,,,760655738.0,0.61,,,,760655738.0,0.61,464000000.0,,51000000.0,612000000.0,,,910000000.0,2073000000.0,502000000.0,464000000.0,502000000.0,,,502000000.0,502000000.0,502000000.0,1163000000.0,502000000.0,2167000000.0,,,,38000000.0,499000000.0,51000000.0,,612000000.0,,612000000.0,,0.0,-3000000.0,0.4,2167000000.0,,,
JPM,1993-12-31,3M,USD,,,,,,,,,,309000000.0,,16000000.0,617000000.0,,,925000000.0,2074000000.0,347000000.0,309000000.0,347000000.0,,0.0,347000000.0,347000000.0,347000000.0,1149000000.0,347000000.0,2202000000.0,,,,38000000.0,581000000.0,136000000.0,,617000000.0,,617000000.0,,0.0,234000000.0,0.4,2202000000.0,,,
