symbol,asOfDate,periodType,currencyCode,Amortization,AmortizationOfIntangiblesIncomeStatement,BasicAverageShares,BasicEPS,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfBusiness,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingRevenue,OtherGandA,OtherSpecialCharges,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ReconciledDepreciation,RestructuringAndMergernAcquisition,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
GS,1999-02-28,3M,USD,,,444686000.0,2.264519,,,,444686000.0,2.264519,1007000000.0,,,1275000000.0,,,2861000000.0,3013000000.0,1007000000.0,1007000000.0,1007000000.0,,,1007000000.0,1007000000.0,1007000000.0,152000000.0,1007000000.0,152000000.0,,,,,1188000000.0,97000000.0,,1275000000.0,,1275000000.0,,0.0,181000000.0,0.152357,152000000.0,,,
GS,1999-05-31,3M,USD,,,472222218.0,0.72,,,,478873235.0,0.71,340000000.0,,616000000.0,1953000000.0,,,2886000000.0,3018000000.0,340000000.0,340000000.0,340000000.0,,,340000000.0,340000000.0,340000000.0,132000000.0,340000000.0,3469000000.0,,,,,-1487000000.0,61000000.0,,1953000000.0,78000000.0,2031000000.0,,0.0,-1827000000.0,0.4,3469000000.0,,,
GS,1999-08-31,3M,USD,,,476119398.0,1.34,,,,483333328.0,1.32,638000000.0,,1423000000.0,1704000000.0,,,3032000000.0,3238000000.0,638000000.0,638000000.0,638000000.0,,,638000000.0,638000000.0,638000000.0,206000000.0,638000000.0,3408000000.0,,,,,1082000000.0,71000000.0,,1704000000.0,92000000.0,1796000000.0,,0.0,444000000.0,0.4,3408000000.0,,,
GS,1999-11-30,3M,USD,,,,,,,,,,723000000.0,,1218000000.0,1527000000.0,,,3239000000.0,3453000000.0,723000000.0,723000000.0,723000000.0,,,723000000.0,723000000.0,723000000.0,214000000.0,723000000.0,3473000000.0,,,,,1209000000.0,108000000.0,,1527000000.0,117000000.0,1644000000.0,,0.0,486000000.0,0.4,3473000000.0,,,
GS,2000-02-29,3M,USD,,,484576493.0,1.83,,,,505387038.0,1.76,887000000.0,,2096000000.0,2247000000.0,,,3471000000.0,3694000000.0,887000000.0,887000000.0,887000000.0,,,887000000.0,887000000.0,887000000.0,223000000.0,887000000.0,4493000000.0,,,,,1479000000.0,101000000.0,,2247000000.0,106000000.0,2353000000.0,,0.0,592000000.0,0.4,4493000000.0,,,
GS,2000-05-31,3M,USD,,,484380047.0,1.56,,,,510262721.0,1.48,755000000.0,,942000000.0,2077000000.0,,,4041000000.0,4334000000.0,755000000.0,755000000.0,755000000.0,,,755000000.0,755000000.0,755000000.0,293000000.0,755000000.0,4155000000.0,,,,,1258000000.0,102000000.0,,2077000000.0,111000000.0,2188000000.0,,0.0,503000000.0,0.399841,4155000000.0,,,
GS,2000-08-31,3M,USD,,,481252642.0,1.71,,,,508894639.0,1.62,824000000.0,,2112000000.0,2263000000.0,,,4324000000.0,4551000000.0,824000000.0,824000000.0,824000000.0,,,824000000.0,824000000.0,824000000.0,227000000.0,824000000.0,4527000000.0,,,,,1373000000.0,119000000.0,,2263000000.0,126000000.0,2389000000.0,,0.0,549000000.0,0.399854,4527000000.0,,,
GS,2000-11-30,3M,USD,,,,,,,,,,601000000.0,,985000000.0,1186000000.0,,,4574000000.0,4817000000.0,601000000.0,601000000.0,601000000.0,,,601000000.0,601000000.0,601000000.0,243000000.0,601000000.0,3415000000.0,,,,,910000000.0,164000000.0,,1186000000.0,163000000.0,1349000000.0,,0.0,309000000.0,0.33956,3415000000.0,,,
GS,2001-02-28,3M,USD,,,515399994.0,1.49,,,,548599994.0,1.4,768000000.0,,2066000000.0,2367000000.0,,,4769000000.0,5137000000.0,768000000.0,768000000.0,768000000.0,,,768000000.0,768000000.0,768000000.0,368000000.0,768000000.0,4733000000.0,,,,,1259000000.0,196000000.0,,2367000000.0,124000000.0,2491000000.0,,0.0,491000000.0,0.389992,4733000000.0,,,
GS,2001-05-31,3M,USD,,,513799994.0,1.12,,,,545799994.0,1.06,577000000.0,,1795000000.0,1907000000.0,,,4168000000.0,4334000000.0,577000000.0,577000000.0,577000000.0,,,577000000.0,577000000.0,577000000.0,166000000.0,577000000.0,3990000000.0,,,,,946000000.0,209000000.0,,1907000000.0,102000000.0,2009000000.0,,0.0,369000000.0,0.390063,3990000000.0,,,
GS,2001-08-31,3M,USD,,,508099994.0,0.92,,,,539699994.0,0.87,468000000.0,,1267000000.0,1794000000.0,,,3699000000.0,3964000000.0,468000000.0,468000000.0,468000000.0,,,468000000.0,468000000.0,468000000.0,265000000.0,468000000.0,3661000000.0,,,,,767000000.0,226000000.0,,1794000000.0,90000000.0,1884000000.0,,0.0,299000000.0,0.389831,3661000000.0,,,
GS,2001-11-30,3M,USD,,,,,,,,,,497000000.0,,1126000000.0,1632000000.0,,,2691000000.0,3185000000.0,497000000.0,497000000.0,497000000.0,,,497000000.0,497000000.0,497000000.0,494000000.0,497000000.0,3427000000.0,,,,,724000000.0,242000000.0,,1632000000.0,90000000.0,1722000000.0,,0.0,227000000.0,0.313536,3427000000.0,,,
GS,2002-02-28,3M,USD,,,500199994.0,1.05,,,,534399994.0,0.98,524000000.0,,1203000000.0,1799000000.0,,,2102000000.0,2514000000.0,524000000.0,524000000.0,524000000.0,,,524000000.0,524000000.0,524000000.0,412000000.0,524000000.0,3598000000.0,,,,,839000000.0,168000000.0,,1799000000.0,70000000.0,1869000000.0,,0.0,315000000.0,0.375447,3598000000.0,,,
GS,2002-05-31,3M,USD,,,496799995.0,1.13,,,,530999994.0,1.06,563000000.0,,1074000000.0,1926000000.0,,,2383000000.0,3056000000.0,563000000.0,563000000.0,563000000.0,,,563000000.0,563000000.0,563000000.0,673000000.0,563000000.0,3851000000.0,,,,,901000000.0,185000000.0,,1926000000.0,86000000.0,2012000000.0,,0.0,338000000.0,0.375139,3851000000.0,,,
GS,2002-08-31,3M,USD,,,494899995.0,1.05,,,,520399994.0,1.0,522000000.0,,1107000000.0,1824000000.0,,,2223000000.0,2919000000.0,522000000.0,522000000.0,522000000.0,,,522000000.0,522000000.0,522000000.0,696000000.0,522000000.0,3649000000.0,,,,,794000000.0,192000000.0,,1824000000.0,75000000.0,1899000000.0,,0.0,272000000.0,0.342569,3649000000.0,,,
GS,2002-11-30,3M,USD,,,,,,,,,,505000000.0,,679000000.0,1195000000.0,,,2160000000.0,2780000000.0,505000000.0,505000000.0,505000000.0,,,505000000.0,505000000.0,505000000.0,620000000.0,505000000.0,2888000000.0,,,,,719000000.0,199000000.0,,1195000000.0,75000000.0,1270000000.0,,0.0,214000000.0,0.297636,2888000000.0,,,
GS,2003-02-28,3M,USD,,,489299995.0,1.35,,,,511999994.0,1.29,662000000.0,,1773000000.0,2094000000.0,,,1907000000.0,2632000000.0,662000000.0,662000000.0,662000000.0,,,662000000.0,662000000.0,662000000.0,725000000.0,662000000.0,4187000000.0,,,,,1018000000.0,189000000.0,,2094000000.0,55000000.0,2149000000.0,,0.0,356000000.0,0.349705,4187000000.0,,,
GS,2003-05-31,3M,USD,,,485799995.0,1.43,,,,510199994.0,1.36,695000000.0,,1526000000.0,1992000000.0,,,2000000000.0,2867000000.0,695000000.0,695000000.0,695000000.0,,,695000000.0,695000000.0,695000000.0,867000000.0,695000000.0,3985000000.0,,,,,1038000000.0,185000000.0,,1992000000.0,64000000.0,2056000000.0,,0.0,343000000.0,0.330443,3985000000.0,,,
GS,2003-08-31,3M,USD,,,488499995.0,1.39,,,,511699994.0,1.32,677000000.0,,1169000000.0,1896000000.0,,,1922000000.0,2841000000.0,677000000.0,677000000.0,677000000.0,,,677000000.0,677000000.0,677000000.0,919000000.0,677000000.0,3793000000.0,,,,,980000000.0,170000000.0,,1896000000.0,62000000.0,1958000000.0,,0.0,303000000.0,0.309184,3793000000.0,,,
GS,2003-11-30,3M,USD,,,,,,,,,,971000000.0,,5287000000.0,1411000000.0,,,1771000000.0,2411000000.0,971000000.0,971000000.0,971000000.0,,,971000000.0,971000000.0,971000000.0,640000000.0,971000000.0,4058000000.0,,,,,1409000000.0,337000000.0,,1411000000.0,83000000.0,1494000000.0,,0.0,438000000.0,0.310859,4058000000.0,,,
GS,2004-02-29,3M,USD,,,491999995.0,2.63,,,,517099994.0,2.5,1293000000.0,,3819000000.0,2964000000.0,,,1873000000.0,2545000000.0,1293000000.0,1293000000.0,1293000000.0,,,1293000000.0,1293000000.0,1293000000.0,672000000.0,1293000000.0,6032000000.0,,,,,1929000000.0,167000000.0,,2964000000.0,62000000.0,3026000000.0,,0.0,636000000.0,0.329705,6032000000.0,,,
GS,2004-05-31,3M,USD,,,487899995.0,2.43,,,,513499994.0,2.31,1187000000.0,,3409000000.0,2756000000.0,,,2038000000.0,2710000000.0,1187000000.0,1187000000.0,1187000000.0,,,1187000000.0,1187000000.0,1187000000.0,672000000.0,1187000000.0,5638000000.0,,,,,1740000000.0,152000000.0,,2756000000.0,76000000.0,2832000000.0,,0.0,553000000.0,0.317816,5638000000.0,,,
GS,2004-08-31,3M,USD,,,489199995.0,1.8,,,,504999994.0,1.74,879000000.0,,2424000000.0,2269000000.0,,,2156000000.0,2905000000.0,879000000.0,879000000.0,879000000.0,,,879000000.0,879000000.0,879000000.0,749000000.0,879000000.0,4647000000.0,,,,,1293000000.0,148000000.0,,2269000000.0,76000000.0,2345000000.0,,0.0,414000000.0,0.320186,4647000000.0,,,
GS,2004-11-30,3M,USD,,,,,,,,,,1194000000.0,,2332000000.0,1617000000.0,,,2821000000.0,3754000000.0,1194000000.0,1194000000.0,1194000000.0,,,1194000000.0,1194000000.0,1194000000.0,933000000.0,1194000000.0,4634000000.0,,,,,1714000000.0,157000000.0,,1617000000.0,160000000.0,1777000000.0,,0.0,520000000.0,0.303384,4634000000.0,,,
GS,2005-02-28,3M,USD,,,494299995.0,3.06,,,,515099994.0,2.94,1512000000.0,,4141000000.0,3203000000.0,,,3449000000.0,4176000000.0,1512000000.0,1512000000.0,1512000000.0,,,1512000000.0,1512000000.0,1512000000.0,727000000.0,1512000000.0,6515000000.0,,,,,2145000000.0,198000000.0,,3203000000.0,82000000.0,3285000000.0,,0.0,633000000.0,0.295105,6515000000.0,,,
GS,2005-05-31,3M,USD,,,485399995.0,1.78,,,,506199994.0,1.71,865000000.0,,2562000000.0,2403000000.0,,,4022000000.0,4867000000.0,865000000.0,865000000.0,865000000.0,,,865000000.0,865000000.0,865000000.0,845000000.0,865000000.0,4927000000.0,,,,,1244000000.0,230000000.0,,2403000000.0,94000000.0,2497000000.0,,0.0,379000000.0,0.304662,4927000000.0,,,
GS,2005-08-31,3M,USD,,,473299995.0,3.4,,,,494199995.0,3.25,1608000000.0,,4842000000.0,3642000000.0,,,4940000000.0,5721000000.0,1617000000.0,1608000000.0,1617000000.0,,,1617000000.0,1617000000.0,1617000000.0,781000000.0,1617000000.0,7393000000.0,,,,9000000.0,2405000000.0,210000000.0,,3642000000.0,92000000.0,3734000000.0,,0.0,788000000.0,0.327651,7393000000.0,,,
GS,2005-11-30,3M,USD,,,,,,,,,,1624000000.0,,3907000000.0,2440000000.0,,,5742000000.0,6486000000.0,1632000000.0,1624000000.0,1632000000.0,,,1632000000.0,1632000000.0,1632000000.0,744000000.0,1632000000.0,6403000000.0,,,,8000000.0,2479000000.0,216000000.0,,2440000000.0,110000000.0,2550000000.0,,0.0,847000000.0,0.34167,6403000000.0,,,
GS,2006-02-28,3M,USD,,,457299995.0,5.36,,,,483299995.0,5.08,2453000000.0,,6687000000.0,5301000000.0,,,6813000000.0,7535000000.0,2479000000.0,2453000000.0,2479000000.0,,,2479000000.0,2479000000.0,2479000000.0,722000000.0,2479000000.0,10433000000.0,,,,26000000.0,3689000000.0,219000000.0,,5301000000.0,100000000.0,5401000000.0,,0.0,1210000000.0,0.328002,10433000000.0,,,
GS,2006-05-31,3M,USD,,,449699995.0,5.08,,,,478299995.0,4.78,2286000000.0,,6921000000.0,5086000000.0,,,7761000000.0,8544000000.0,2312000000.0,2286000000.0,2312000000.0,,,2312000000.0,2312000000.0,2312000000.0,783000000.0,2312000000.0,10241000000.0,,,,26000000.0,3524000000.0,259000000.0,,5086000000.0,121000000.0,5207000000.0,,0.0,1212000000.0,0.343927,10241000000.0,,,
GS,2006-08-31,3M,USD,,,449399995.0,3.46,,,,477399995.0,3.26,1555000000.0,,4368000000.0,3510000000.0,,,8395000000.0,9351000000.0,1594000000.0,1555000000.0,1594000000.0,,,1594000000.0,1594000000.0,1594000000.0,956000000.0,1594000000.0,7584000000.0,,,,39000000.0,2362000000.0,251000000.0,,3510000000.0,117000000.0,3627000000.0,,0.0,768000000.0,0.325148,7584000000.0,,,
GS,2006-11-30,3M,USD,,,,,,,,,,3104000000.0,,-17976000000.0,2560000000.0,,,8719000000.0,9756000000.0,3152000000.0,3104000000.0,3152000000.0,,,3152000000.0,3152000000.0,3152000000.0,1037000000.0,3152000000.0,7422000000.0,,,,48000000.0,4985000000.0,266000000.0,,2560000000.0,154000000.0,2714000000.0,,0.0,1833000000.0,0.367703,7422000000.0,,,
GS,2007-02-28,3M,USD,,,444499995.0,7.08,,,,471899995.0,6.67,3148000000.0,,9073000000.0,6111000000.0,,,9550000000.0,10358000000.0,3197000000.0,3148000000.0,3197000000.0,,,3197000000.0,3197000000.0,3197000000.0,808000000.0,3197000000.0,12730000000.0,,,,49000000.0,4859000000.0,272000000.0,,6111000000.0,132000000.0,6243000000.0,,0.0,1662000000.0,0.342046,12730000000.0,,,
GS,2007-05-31,3M,USD,,,435799995.0,5.25,,,,464099995.0,4.93,2287000000.0,,6242000000.0,4887000000.0,,,10169000000.0,11282000000.0,2333000000.0,2287000000.0,2333000000.0,,,2333000000.0,2333000000.0,2333000000.0,1113000000.0,2333000000.0,10182000000.0,,,,46000000.0,3431000000.0,281000000.0,,4887000000.0,144000000.0,5031000000.0,,0.0,1098000000.0,0.320023,10182000000.0,,,
GS,2007-08-31,3M,USD,,,428999995.0,6.54,,,,457399995.0,6.13,2806000000.0,,7576000000.0,5920000000.0,,,11469000000.0,12810000000.0,2854000000.0,2806000000.0,2854000000.0,,,2854000000.0,2854000000.0,2854000000.0,1341000000.0,2854000000.0,12334000000.0,,,,48000000.0,4259000000.0,283000000.0,,5920000000.0,148000000.0,6068000000.0,,0.0,1405000000.0,0.32989,12334000000.0,,,
GS,2007-11-30,3M,USD,,,,,,,,,,3166000000.0,,-22891000000.0,3272000000.0,,,10793000000.0,11518000000.0,3215000000.0,3166000000.0,3215000000.0,,,3215000000.0,3215000000.0,3215000000.0,725000000.0,3215000000.0,7983000000.0,,,,49000000.0,5055000000.0,331000000.0,,3272000000.0,177000000.0,3449000000.0,,0.0,1840000000.0,0.363996,7983000000.0,,,
GS,2008-02-29,3M,USD,,,432799995.0,3.39,,,,453499995.0,3.23,1467000000.0,,4877000000.0,4001000000.0,,,10294000000.0,11245000000.0,1511000000.0,1467000000.0,1511000000.0,,,1511000000.0,1511000000.0,1511000000.0,951000000.0,1511000000.0,8335000000.0,,,,44000000.0,2143000000.0,343000000.0,,4001000000.0,144000000.0,4145000000.0,,0.0,632000000.0,0.294914,8335000000.0,,,
GS,2008-05-31,3M,USD,,,427499995.0,4.8,,,,447399995.0,4.58,2051000000.0,,5239000000.0,4522000000.0,,,8221000000.0,9498000000.0,2087000000.0,2051000000.0,2087000000.0,,,2087000000.0,2087000000.0,2087000000.0,1277000000.0,2087000000.0,9422000000.0,,,,36000000.0,2832000000.0,311000000.0,,4522000000.0,126000000.0,4648000000.0,,0.0,745000000.0,0.263065,9422000000.0,,,
GS,2008-08-31,3M,USD,,,427599995.0,1.89,,,,448299995.0,1.81,810000000.0,,2440000000.0,2901000000.0,,,7582000000.0,8717000000.0,845000000.0,810000000.0,845000000.0,,,845000000.0,845000000.0,845000000.0,1135000000.0,845000000.0,6043000000.0,,,,35000000.0,960000000.0,392000000.0,,2901000000.0,119000000.0,3020000000.0,,0.0,115000000.0,0.119792,6043000000.0,,,
GS,2008-11-30,3M,USD,,,459899995.0,-4.97,488000000.0,488000000.0,,459899995.0,-4.97,-2287000000.0,,0.0,7758000000.0,,,5260000000.0,6173000000.0,-2121000000.0,-2287000000.0,-2121000000.0,,,-2121000000.0,-2121000000.0,-2121000000.0,913000000.0,-1942250000.0,-1821000000.0,,,,166000000.0,-3599000000.0,488000000.0,275000000.0,7758000000.0,96000000.0,96000000.0,-275000000.0,-96250000.0,-1478000000.0,0.35,-1821000000.0,-275000000.0,-275000000.0,
GS,2009-03-31,3M,USD,38000000.0,38000000.0,477399995.0,3.48,549000000.0,549000000.0,511000000.0,489199995.0,3.39,1659000000.0,,0.0,4885000000.0,,,2455000000.0,4362000000.0,1814000000.0,1659000000.0,1814000000.0,,,1814000000.0,1814000000.0,1814000000.0,1907000000.0,1814000000.0,9425000000.0,173000000.0,,,155000000.0,2629000000.0,649000000.0,,4712000000.0,604000000.0,5489000000.0,,0.0,815000000.0,0.310004,9425000000.0,,,
GS,2009-06-30,3M,USD,,,514099994.0,5.27,426000000.0,426000000.0,,550999994.0,4.93,2718000000.0,,0.0,6822000000.0,,,1428000000.0,3470000000.0,3435000000.0,2718000000.0,3435000000.0,,,3435000000.0,3435000000.0,3435000000.0,2042000000.0,3435000000.0,13761000000.0,173000000.0,,,717000000.0,5029000000.0,426000000.0,,6649000000.0,656000000.0,7478000000.0,,0.0,1594000000.0,0.316962,13761000000.0,,,
GS,2009-09-30,3M,USD,,,525899994.0,5.74,367000000.0,367000000.0,,576899994.0,5.25,3028000000.0,,0.0,5545000000.0,,,1310000000.0,3000000000.0,3188000000.0,3028000000.0,3188000000.0,,,3188000000.0,3188000000.0,3188000000.0,1690000000.0,3188000000.0,12372000000.0,194000000.0,,,160000000.0,4794000000.0,367000000.0,,5351000000.0,664000000.0,6209000000.0,,0.0,1606000000.0,0.335002,12372000000.0,,,
GS,2009-12-31,3M,USD,,,530499994.0,9.01,392000000.0,392000000.0,,583999994.0,8.2,4787000000.0,,0.0,-1059000000.0,,,1307000000.0,3075000000.0,4948000000.0,4787000000.0,4948000000.0,,,4948000000.0,4948000000.0,4948000000.0,1768000000.0,4968122000.813339,9526000000.0,169000000.0,30000000.0,,161000000.0,7377000000.0,392000000.0,,-519000000.0,108000000.0,108000000.0,-30000000.0,-9877999.186661,2429000000.0,0.329267,9526000000.0,-30000000.0,-30000000.0,
GS,2010-03-31,3M,USD,,,545999994.0,6.02,372000000.0,372000000.0,,589999994.0,5.59,3296000000.0,,0.0,5669000000.0,,,1583000000.0,3001000000.0,3456000000.0,3296000000.0,3456000000.0,,,3456000000.0,3456000000.0,3456000000.0,1418000000.0,3456000000.0,12775000000.0,176000000.0,,,160000000.0,5159000000.0,372000000.0,,5493000000.0,672000000.0,6341000000.0,,0.0,1703000000.0,0.330103,12775000000.0,,,
GS,2010-06-30,3M,USD,,,539799994.0,0.82,437000000.0,437000000.0,,580399994.0,0.78,453000000.0,,0.0,3988000000.0,,,1683000000.0,3302000000.0,613000000.0,453000000.0,613000000.0,,,613000000.0,613000000.0,613000000.0,1619000000.0,613000000.0,8841000000.0,186000000.0,,,160000000.0,1448000000.0,437000000.0,,3802000000.0,738000000.0,4726000000.0,,0.0,835000000.0,0.35,8841000000.0,,,
GS,2010-09-30,3M,USD,,,541199994.0,3.19,355000000.0,355000000.0,,582699994.0,2.98,1737000000.0,,0.0,4536000000.0,,,1809000000.0,2937000000.0,1898000000.0,1737000000.0,1898000000.0,,,1898000000.0,1898000000.0,1898000000.0,1128000000.0,1898000000.0,8903000000.0,708000000.0,,,161000000.0,2811000000.0,355000000.0,,3828000000.0,648000000.0,5184000000.0,,0.0,913000000.0,0.324795,8903000000.0,,,
GS,2010-12-31,3M,USD,,,540999994.0,4.1,725000000.0,725000000.0,,587499994.0,3.79,2227000000.0,,0.0,2253000000.0,,,1731000000.0,3069000000.0,2387000000.0,2227000000.0,2387000000.0,,,2387000000.0,2387000000.0,2387000000.0,1338000000.0,2609621761.658031,8064000000.0,-396000000.0,19000000.0,,160000000.0,3474000000.0,725000000.0,,2253000000.0,175000000.0,2428000000.0,-324000000.0,-101378238.341969,1087000000.0,0.312896,8064000000.0,-324000000.0,-324000000.0,305000000.0
GS,2011-03-31,3M,USD,,,540599994.0,1.66,590000000.0,590000000.0,,582999994.0,1.56,908000000.0,,0.0,5431000000.0,,,1749000000.0,3107000000.0,2735000000.0,908000000.0,2735000000.0,,,2735000000.0,2735000000.0,2735000000.0,1358000000.0,2735000000.0,11894000000.0,198000000.0,,,1827000000.0,4040000000.0,590000000.0,,5233000000.0,799000000.0,6230000000.0,,0.0,1305000000.0,0.32302,11894000000.0,,,
GS,2011-06-30,3M,USD,,,531899994.0,1.96,372000000.0,372000000.0,,569499994.0,1.85,1052000000.0,,0.0,3414000000.0,,,2268000000.0,3681000000.0,1087000000.0,1052000000.0,1087000000.0,,,1087000000.0,1087000000.0,1087000000.0,1413000000.0,1087000000.0,7281000000.0,210000000.0,,,35000000.0,1612000000.0,372000000.0,,3204000000.0,798000000.0,4212000000.0,-615000000.0,0.0,525000000.0,0.325682,7281000000.0,-615000000.0,-615000000.0,
GS,2011-09-30,3M,USD,,,518199994.0,-0.84,389000000.0,389000000.0,,518199994.0,-0.84,-428000000.0,,0.0,1787000000.0,,,1998000000.0,3354000000.0,-393000000.0,-428000000.0,-393000000.0,,,-393000000.0,-393000000.0,-393000000.0,1356000000.0,-393000000.0,3587000000.0,209000000.0,668000000.0,,35000000.0,-730000000.0,389000000.0,,1578000000.0,808000000.0,2595000000.0,-668000000.0,0.0,-337000000.0,0.35,3587000000.0,-668000000.0,-668000000.0,
GS,2011-12-31,3M,USD,,,507999994.0,1.91,514000000.0,514000000.0,,531799994.0,1.84,978000000.0,,0.0,2335000000.0,,127000000.0,1967000000.0,3032000000.0,1013000000.0,978000000.0,1013000000.0,,,1013000000.0,1013000000.0,1013000000.0,1065000000.0,1051180433.039294,5489000000.0,211000000.0,47000000.0,,35000000.0,1247000000.0,514000000.0,,2208000000.0,138000000.0,2473000000.0,-47000000.0,-8819566.960706,234000000.0,0.18765,5489000000.0,-47000000.0,-47000000.0,
GS,2012-03-31,3M,USD,,,510799994.0,4.05,433000000.0,433000000.0,,529199994.0,3.92,2074000000.0,,0.0,4731000000.0,,157000000.0,1852000000.0,2833000000.0,2109000000.0,2074000000.0,2109000000.0,,,2109000000.0,2109000000.0,2109000000.0,981000000.0,2109000000.0,9949000000.0,196000000.0,,,35000000.0,3181000000.0,433000000.0,,4378000000.0,117000000.0,4848000000.0,,0.0,1072000000.0,0.337001,9949000000.0,,,
GS,2012-06-30,3M,USD,,,501499994.0,1.83,409000000.0,409000000.0,,520299994.0,1.78,927000000.0,,0.0,202000000.0,,121000000.0,1965000000.0,3055000000.0,962000000.0,927000000.0,962000000.0,,,962000000.0,962000000.0,962000000.0,1090000000.0,962000000.0,6627000000.0,-2834000000.0,,,35000000.0,1415000000.0,409000000.0,,2915000000.0,129000000.0,331000000.0,,0.0,453000000.0,0.320141,6627000000.0,,,
GS,2012-09-30,3M,USD,,,491199995.0,2.95,396000000.0,396000000.0,,510899994.0,2.85,1458000000.0,,0.0,4018000000.0,,153000000.0,1793000000.0,2629000000.0,1512000000.0,1458000000.0,1512000000.0,,,1512000000.0,1512000000.0,1512000000.0,836000000.0,1512000000.0,8351000000.0,190000000.0,,,54000000.0,2298000000.0,396000000.0,,3675000000.0,123000000.0,4141000000.0,,0.0,786000000.0,0.342037,8351000000.0,,,
GS,2012-12-31,3M,USD,,,481499995.0,5.87,500000000.0,500000000.0,,505599994.0,5.6,2833000000.0,500000000.0,0.0,2143000000.0,,167000000.0,1891000000.0,2864000000.0,2892000000.0,2833000000.0,2892000000.0,,,2892000000.0,2892000000.0,2892000000.0,973000000.0,2731072571.296082,8186000000.0,194000000.0,260000000.0,,59000000.0,4313000000.0,500000000.0,,1976000000.0,140000000.0,2283000000.0,240000000.0,79072571.296082,1421000000.0,0.329469,8186000000.0,240000000.0,240000000.0,
GS,2013-03-31,3M,USD,,,482099995.0,4.53,302000000.0,302000000.0,,509799994.0,4.29,2188000000.0,,0.0,4466000000.0,,127000000.0,1683000000.0,2608000000.0,2260000000.0,2188000000.0,2260000000.0,,,2260000000.0,2260000000.0,2260000000.0,925000000.0,2260000000.0,9529000000.0,188000000.0,,,72000000.0,3373000000.0,302000000.0,,4339000000.0,141000000.0,4607000000.0,,0.0,1113000000.0,0.33,9529000000.0,,,
GS,2013-06-30,3M,USD,,,473199995.0,3.92,266000000.0,266000000.0,,503499994.0,3.7,1861000000.0,,0.0,3752000000.0,,49000000.0,1837000000.0,2663000000.0,1931000000.0,1861000000.0,1931000000.0,,,1931000000.0,1931000000.0,1931000000.0,826000000.0,1931000000.0,7999000000.0,182000000.0,,,70000000.0,2645000000.0,266000000.0,,3703000000.0,140000000.0,3892000000.0,,0.0,714000000.0,0.269943,7999000000.0,,,
GS,2013-09-30,3M,USD,,,463399995.0,3.07,280000000.0,280000000.0,,496399995.0,2.88,1429000000.0,,0.0,2382000000.0,,0.0,1558000000.0,2398000000.0,1517000000.0,1429000000.0,1517000000.0,,,1517000000.0,1517000000.0,1517000000.0,840000000.0,1517000000.0,6149000000.0,202000000.0,,,88000000.0,2167000000.0,280000000.0,,2382000000.0,117000000.0,2499000000.0,,0.0,650000000.0,0.299954,6149000000.0,,,
GS,2013-12-31,3M,USD,,,467099995.0,4.8,474000000.0,474000000.0,,488699995.0,4.6,2248000000.0,,0.0,2189000000.0,,0.0,1590000000.0,2391000000.0,2332000000.0,2248000000.0,2332000000.0,,,2332000000.0,2332000000.0,2332000000.0,801000000.0,2700314189.189189,8188000000.0,204000000.0,561000000.0,,84000000.0,3552000000.0,474000000.0,,2189000000.0,143000000.0,2332000000.0,-561000000.0,-192685810.810811,1220000000.0,0.343468,8188000000.0,-561000000.0,-561000000.0,
GS,2014-03-31,3M,USD,,,468599995.0,4.15,390000000.0,390000000.0,,484599995.0,4.02,1949000000.0,,0.0,4011000000.0,,0.0,1557000000.0,2594000000.0,2033000000.0,1949000000.0,2033000000.0,,,2033000000.0,2033000000.0,2033000000.0,1037000000.0,2033000000.0,8733000000.0,200000000.0,,,84000000.0,3021000000.0,390000000.0,,4011000000.0,138000000.0,4149000000.0,,0.0,988000000.0,0.327,8733000000.0,,,
GS,2014-06-30,3M,USD,,,461699995.0,4.21,294000000.0,294000000.0,,475899995.0,4.1,1953000000.0,,0.0,3924000000.0,,0.0,1579000000.0,2579000000.0,2037000000.0,1953000000.0,2037000000.0,,,2037000000.0,2037000000.0,2037000000.0,1000000000.0,2037000000.0,8512000000.0,186000000.0,,,84000000.0,2821000000.0,294000000.0,,3924000000.0,141000000.0,4065000000.0,,0.0,784000000.0,0.277916,8512000000.0,,,
