symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,AmortizationOfIntangibles,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowFromContinuingFinancingActivities,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInAccountPayable,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,ChangeInPayable,ChangeInPayablesAndAccruedExpense,ChangeInReceivables,ChangeInWorkingCapital,ChangesInAccountReceivables,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredIncomeTax,DeferredTax,Depreciation,DepreciationAmortizationDepletion,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetPreferredStockIssuance,NetShortTermDebtIssuance,OperatingCashFlow,OperatingGainsLosses,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PreferredStockIssuance,PreferredStockPayments,ProceedsFromStockOptionExercised,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,StockBasedCompensation
JPM,2009-12-31,3M,USD,256000000.0,256000000.0,21068000000.0,,-489000000.0,2379000000.0,-8240000000.0,11013000000.0,,5138000000.0,5197000000.0,-19883000000.0,-52477000000.0,-5929000000.0,-5929000000.0,-7453000000.0,-1231000000.0,,5152000000.0,,0.0,25000000000.0,-1368000000.0,-1368000000.0,831000000.0,1087000000.0,1087000000.0,-14000000.0,26206000000.0,2379000000.0,11013000000.0,-381000000.0,1323000000.0,5120000000.0,-8240000000.0,0.0,8600000000.0,8600000000.0,-11964000000.0,-157000000.0,25000000000.0,3278000000.0,3278000000.0,-314000000.0,-10730000000.0,-3364000000.0,-2415000000.0,11133000000.0,,-25000000000.0,-7366000000.0,11013000000.0,-9408000000.0,,10451000000.0,,,,,-40724000000.0,,-19330000000.0,0.0,40410000000.0,,,-7366000000.0,920000000.0
JPM,2010-03-31,3M,USD,243000000.0,243000000.0,26206000000.0,,-253000000.0,285000000.0,-13862000000.0,19132000000.0,,5216000000.0,-4746000000.0,15027000000.0,-11334000000.0,-8237000000.0,-8237000000.0,16645000000.0,7355000000.0,,5555000000.0,,,,-40000000.0,-40000000.0,955000000.0,1198000000.0,1198000000.0,-339000000.0,31422000000.0,285000000.0,19132000000.0,-610000000.0,2228000000.0,2850000000.0,-13862000000.0,,12935000000.0,10852000000.0,-14110000000.0,-4000000.0,,3326000000.0,3326000000.0,623000000.0,-1175000000.0,-3258000000.0,-12109000000.0,515000000.0,,,2083000000.0,19132000000.0,693000000.0,,-1351000000.0,,,,-4000000.0,-57647000000.0,,-14110000000.0,,58270000000.0,,2083000000.0,,941000000.0
JPM,2010-06-30,3M,USD,235000000.0,235000000.0,31422000000.0,,-492000000.0,-114437000000.0,87536000000.0,28423000000.0,,1384000000.0,-13929000000.0,4369000000.0,28503000000.0,7171000000.0,7171000000.0,-7375000000.0,18739000000.0,,1522000000.0,,,,-527000000.0,-527000000.0,971000000.0,1206000000.0,1206000000.0,-138000000.0,32806000000.0,-114437000000.0,28423000000.0,-1000000000.0,3133000000.0,3513000000.0,87536000000.0,,5029000000.0,7112000000.0,-16165000000.0,-2000000.0,,4795000000.0,4795000000.0,31856000000.0,-23122000000.0,-9053000000.0,-6799000000.0,1175000000.0,,,-14069000000.0,28423000000.0,1812000000.0,,-1798000000.0,,,,-2000000.0,-44644000000.0,,-28151000000.0,,76500000000.0,,,,833000000.0
JPM,2010-09-30,3M,USD,218000000.0,218000000.0,32806000000.0,,-257000000.0,96362000000.0,-52953000000.0,-53201000000.0,,-8846000000.0,-10240000000.0,29858000000.0,-95406000000.0,4451000000.0,4451000000.0,-1920000000.0,-73257000000.0,,-9792000000.0,,,,-1201000000.0,-1201000000.0,1055000000.0,1273000000.0,1273000000.0,946000000.0,23960000000.0,96362000000.0,-53201000000.0,-102000000.0,3045000000.0,2610000000.0,-52953000000.0,,9069000000.0,9069000000.0,-9282000000.0,-4640000000.0,-2312000000.0,4418000000.0,4418000000.0,-13676000000.0,2638000000.0,-213000000.0,-5987000000.0,-431000000.0,,,2851000000.0,-53201000000.0,209000000.0,,11381000000.0,,,,,-43977000000.0,,-6431000000.0,,30301000000.0,,,2851000000.0,753000000.0
JPM,2010-12-31,3M,USD,240000000.0,240000000.0,23960000000.0,,-484000000.0,-31427000000.0,33281000000.0,1894000000.0,,3607000000.0,16463000000.0,-29910000000.0,21573000000.0,13940000000.0,13940000000.0,-6907000000.0,-4185000000.0,,3748000000.0,,,-687000000.0,800000000.0,800000000.0,1048000000.0,1288000000.0,1288000000.0,-141000000.0,27567000000.0,-31427000000.0,1894000000.0,-1253000000.0,1341000000.0,3431000000.0,33281000000.0,,28148000000.0,28148000000.0,-59486000000.0,-264000000.0,-687000000.0,4831000000.0,4831000000.0,13057000000.0,-29072000000.0,-31338000000.0,25681000000.0,-1373000000.0,,0.0,2266000000.0,1894000000.0,-5679000000.0,,1072000000.0,,0.0,,,-33219000000.0,,-57220000000.0,-687000000.0,46276000000.0,,,2266000000.0,724000000.0
JPM,2011-03-31,3M,USD,217000000.0,217000000.0,27567000000.0,,-246000000.0,67328000000.0,-65810000000.0,-5979000000.0,,-4098000000.0,3673000000.0,-13879000000.0,-855000000.0,2396000000.0,2396000000.0,-9051000000.0,-17716000000.0,,-4461000000.0,,,-95000000.0,-214000000.0,-214000000.0,1057000000.0,1274000000.0,1274000000.0,363000000.0,23469000000.0,67328000000.0,-5979000000.0,-102000000.0,716000000.0,3618000000.0,-65810000000.0,,17056000000.0,17056000000.0,-27250000000.0,-15000000.0,-95000000.0,5555000000.0,5555000000.0,-13310000000.0,3100000000.0,-10194000000.0,-496000000.0,-132000000.0,,,13294000000.0,-5979000000.0,-1249000000.0,,4372000000.0,,,,,-39679000000.0,,-27250000000.0,-95000000.0,26369000000.0,,,,830000000.0
JPM,2011-06-30,3M,USD,212000000.0,212000000.0,23469000000.0,,-1319000000.0,21997000000.0,-79997000000.0,64704000000.0,,6997000000.0,-2501000000.0,6252000000.0,37884000000.0,10597000000.0,10597000000.0,-1100000000.0,51132000000.0,,6704000000.0,,,-3480000000.0,893000000.0,893000000.0,1066000000.0,1278000000.0,1278000000.0,293000000.0,30466000000.0,21997000000.0,64704000000.0,-837000000.0,4037000000.0,3926000000.0,-79997000000.0,,19799000000.0,19799000000.0,-14882000000.0,1000000.0,-3480000000.0,5431000000.0,5431000000.0,20642000000.0,4292000000.0,4917000000.0,-828000000.0,138000000.0,,,-625000000.0,64704000000.0,1117000000.0,,2316000000.0,,,,,-43643000000.0,,-14882000000.0,-3480000000.0,64285000000.0,,,,727000000.0
JPM,2011-09-30,3M,USD,212000000.0,212000000.0,30466000000.0,,-1061000000.0,43040000000.0,-23860000000.0,7793000000.0,,26300000000.0,-19970000000.0,30640000000.0,-36819000000.0,19393000000.0,19393000000.0,8202000000.0,1446000000.0,,26973000000.0,,,,-1162000000.0,-1162000000.0,1053000000.0,1265000000.0,1265000000.0,-673000000.0,56766000000.0,43040000000.0,7793000000.0,-607000000.0,1017000000.0,3201000000.0,-23860000000.0,,8398000000.0,8398000000.0,-14687000000.0,51000000.0,,4262000000.0,4262000000.0,-17066000000.0,-5113000000.0,-6289000000.0,-5933000000.0,193000000.0,,,1176000000.0,7793000000.0,520000000.0,,-1487000000.0,,,,,-55151000000.0,,-14687000000.0,,38085000000.0,,,,538000000.0
JPM,2011-12-31,3M,USD,207000000.0,207000000.0,56766000000.0,,-1269000000.0,-24659000000.0,-1085000000.0,29414000000.0,,2836000000.0,3342000000.0,-15108000000.0,25202000000.0,2817000000.0,2817000000.0,10604000000.0,18952000000.0,,3670000000.0,,,,2176000000.0,2176000000.0,1081000000.0,1288000000.0,1288000000.0,-834000000.0,59602000000.0,-24659000000.0,29414000000.0,-47000000.0,2383000000.0,2980000000.0,-1085000000.0,,16821000000.0,9591000000.0,-25259000000.0,65000000.0,,3728000000.0,3728000000.0,-37088000000.0,-22283000000.0,-15668000000.0,7421000000.0,-262000000.0,,0.0,-6615000000.0,29414000000.0,-1981000000.0,,2487000000.0,,,,,-63836000000.0,,-25259000000.0,,26748000000.0,,,,580000000.0
JPM,2012-03-31,3M,USD,193000000.0,193000000.0,59602000000.0,,-1024000000.0,35352000000.0,-45362000000.0,4266000000.0,,-4219000000.0,-958000000.0,4113000000.0,1984000000.0,353000000.0,353000000.0,-3100000000.0,2392000000.0,,-5744000000.0,,,,-444000000.0,-444000000.0,1039000000.0,1232000000.0,1232000000.0,1525000000.0,55383000000.0,35352000000.0,4266000000.0,-536000000.0,467000000.0,3050000000.0,-45362000000.0,,14527000000.0,14527000000.0,-16713000000.0,-30000000.0,,5383000000.0,5383000000.0,-9742000000.0,2080000000.0,-2186000000.0,1697000000.0,-447000000.0,,,4266000000.0,4266000000.0,-2928000000.0,,-2927000000.0,,,,,-63368000000.0,,-16713000000.0,,53626000000.0,,,,832000000.0
JPM,2012-06-30,3M,USD,191000000.0,191000000.0,55383000000.0,,-1469000000.0,-30485000000.0,-20600000000.0,41983000000.0,,-10517000000.0,-2454000000.0,4549000000.0,31270000000.0,2415000000.0,2415000000.0,-2872000000.0,32908000000.0,,-9102000000.0,,,,1914000000.0,1914000000.0,1026000000.0,1217000000.0,1217000000.0,-1415000000.0,44866000000.0,-30485000000.0,41983000000.0,-1014000000.0,377000000.0,2755000000.0,-20600000000.0,,12715000000.0,12715000000.0,-31509000000.0,120000000.0,,4960000000.0,4501000000.0,27074000000.0,-24148000000.0,-18794000000.0,-7549000000.0,-895000000.0,,,-5354000000.0,41983000000.0,3537000000.0,,-2917000000.0,,,,,-41798000000.0,,-31509000000.0,,68872000000.0,,,,609000000.0
JPM,2012-09-30,3M,USD,182000000.0,182000000.0,44866000000.0,,-1223000000.0,28754000000.0,-3759000000.0,-16659000000.0,,8477000000.0,1607000000.0,-550000000.0,-27057000000.0,-5352000000.0,-5352000000.0,5289000000.0,-26063000000.0,,8336000000.0,,,,-715000000.0,-715000000.0,1112000000.0,1294000000.0,1294000000.0,141000000.0,53343000000.0,28754000000.0,-16659000000.0,-458000000.0,705000000.0,2975000000.0,-3759000000.0,,24603000000.0,24603000000.0,-22463000000.0,0.0,,5708000000.0,5708000000.0,-5491000000.0,8915000000.0,2140000000.0,-218000000.0,,,,6775000000.0,-16659000000.0,-1173000000.0,,1919000000.0,,,,,-45683000000.0,,-22463000000.0,,40192000000.0,,,,582000000.0
JPM,2012-12-31,3M,USD,391000000.0,391000000.0,53343000000.0,,-1478000000.0,54086000000.0,-50104000000.0,-4511000000.0,,380000000.0,-2878000000.0,,7958000000.0,-10485000000.0,-10485000000.0,2415000000.0,-11102000000.0,,-529000000.0,,,,375000000.0,375000000.0,1013000000.0,1404000000.0,1404000000.0,909000000.0,53723000000.0,54086000000.0,-4511000000.0,-102000000.0,501000000.0,2381000000.0,-50104000000.0,0.0,43741000000.0,34426000000.0,-25788000000.0,-2000000.0,,5692000000.0,5692000000.0,-6877000000.0,12266000000.0,8638000000.0,6481000000.0,,,0.0,3628000000.0,-4511000000.0,-1546000000.0,,-512000000.0,0.0,,,,-38781000000.0,,-25788000000.0,,31904000000.0,,,,522000000.0
JPM,2013-03-31,3M,USD,152000000.0,152000000.0,53723000000.0,,-1242000000.0,28180000000.0,-55455000000.0,19964000000.0,-2104000000.0,-8199000000.0,-1955000000.0,,26673000000.0,-2104000000.0,-2104000000.0,-12687000000.0,9927000000.0,-12687000000.0,-7311000000.0,-1242000000.0,,-2578000000.0,1821000000.0,1821000000.0,822000000.0,974000000.0,974000000.0,-888000000.0,45524000000.0,28180000000.0,19964000000.0,-509000000.0,349000000.0,2757000000.0,-55455000000.0,878000000.0,40031000000.0,36698000000.0,-16467000000.0,-37000000.0,-2578000000.0,6529000000.0,6529000000.0,268000000.0,23564000000.0,20231000000.0,-3464000000.0,-891000000.0,,878000000.0,3333000000.0,19964000000.0,-509000000.0,,-36000000.0,878000000.0,,,,-50980000000.0,,-16467000000.0,-2578000000.0,51248000000.0,,3333000000.0,,641000000.0
JPM,2013-06-30,3M,USD,152000000.0,152000000.0,45524000000.0,,-1485000000.0,1928000000.0,-86790000000.0,68520000000.0,21872000000.0,-16310000000.0,-5295000000.0,,51540000000.0,21872000000.0,21872000000.0,-6796000000.0,61321000000.0,-6796000000.0,-16342000000.0,-1485000000.0,,-1172000000.0,346000000.0,346000000.0,1283000000.0,1435000000.0,1435000000.0,32000000.0,29214000000.0,1928000000.0,68520000000.0,-124000000.0,2335000000.0,1978000000.0,-86790000000.0,1498000000.0,26912000000.0,25318000000.0,-21644000000.0,-8000000.0,-1172000000.0,6496000000.0,6496000000.0,3252000000.0,5268000000.0,3674000000.0,-3764000000.0,-932000000.0,,1498000000.0,1594000000.0,68520000000.0,-124000000.0,,-1587000000.0,1498000000.0,,,,-36200000000.0,,-21644000000.0,-1172000000.0,39452000000.0,,1594000000.0,,586000000.0
JPM,2013-09-30,3M,USD,140000000.0,140000000.0,29214000000.0,,-1547000000.0,20941000000.0,-46856000000.0,26577000000.0,-2242000000.0,1450000000.0,1188000000.0,,9319000000.0,-2242000000.0,-2242000000.0,15996000000.0,24261000000.0,15996000000.0,662000000.0,-1547000000.0,,-740000000.0,473000000.0,473000000.0,1511000000.0,1651000000.0,1651000000.0,788000000.0,30664000000.0,20941000000.0,26577000000.0,-26000000.0,334000000.0,2540000000.0,-46856000000.0,1497000000.0,4986000000.0,8289000000.0,-15421000000.0,-17000000.0,-740000000.0,-380000000.0,-380000000.0,2187000000.0,-10435000000.0,-7132000000.0,-5092000000.0,-580000000.0,,-303000000.0,-3303000000.0,26577000000.0,-26000000.0,,634000000.0,1497000000.0,,,,-28100000000.0,,-15421000000.0,-2540000000.0,30287000000.0,,-3303000000.0,,507000000.0
JPM,2013-12-31,3M,USD,193000000.0,193000000.0,30664000000.0,,-1782000000.0,-22725000000.0,38600000000.0,-7108000000.0,-23269000000.0,9107000000.0,6588000000.0,,-632000000.0,-23269000000.0,-23269000000.0,1147000000.0,-16166000000.0,1147000000.0,8767000000.0,-1782000000.0,,-299000000.0,5363000000.0,5363000000.0,1053000000.0,1246000000.0,1246000000.0,340000000.0,39771000000.0,-22725000000.0,-7108000000.0,-8000000.0,484000000.0,2298000000.0,38600000000.0,0.0,14401000000.0,13241000000.0,-6965000000.0,-87000000.0,-299000000.0,5278000000.0,5278000000.0,2945000000.0,7436000000.0,6276000000.0,974000000.0,1724000000.0,,0.0,1160000000.0,-7108000000.0,-8000000.0,,-3410000000.0,0.0,0.0,,,-39200000000.0,,-6965000000.0,-299000000.0,42145000000.0,,1160000000.0,,485000000.0
JPM,2014-03-31,3M,USD,131000000.0,131000000.0,39771000000.0,,-1554000000.0,40318000000.0,-68410000000.0,14667000000.0,2273000000.0,-13450000000.0,11652000000.0,,-8500000000.0,2273000000.0,2273000000.0,-7599000000.0,-2174000000.0,-7599000000.0,-13425000000.0,-1554000000.0,,-386000000.0,2796000000.0,2796000000.0,1077000000.0,1208000000.0,1208000000.0,-25000000.0,26321000000.0,40318000000.0,14667000000.0,-30000000.0,270000000.0,1092000000.0,-68410000000.0,3895000000.0,28550000000.0,22064000000.0,-17000000000.0,0.0,-386000000.0,5274000000.0,5274000000.0,4606000000.0,11550000000.0,5064000000.0,-4130000000.0,-580000000.0,,3895000000.0,6486000000.0,14667000000.0,-30000000.0,,6125000000.0,3895000000.0,,,,-29424000000.0,,-17000000000.0,-386000000.0,34030000000.0,,6486000000.0,,618000000.0
JPM,2014-06-30,3M,USD,132000000.0,132000000.0,26321000000.0,,-1806000000.0,35118000000.0,-29528000000.0,-4371000000.0,-537000000.0,1202000000.0,5562000000.0,,-15911000000.0,-537000000.0,-537000000.0,-3621000000.0,-14507000000.0,-3621000000.0,1219000000.0,-1806000000.0,,-1375000000.0,-329000000.0,-329000000.0,1086000000.0,1218000000.0,1218000000.0,-17000000.0,27523000000.0,35118000000.0,-4371000000.0,-12000000.0,,2915000000.0,-29528000000.0,3354000000.0,19038000000.0,14405000000.0,-19628000000.0,-19000000.0,-1375000000.0,5985000000.0,5985000000.0,-7254000000.0,-590000000.0,-5223000000.0,-2305000000.0,154000000.0,,3354000000.0,4633000000.0,-4371000000.0,-12000000.0,,2058000000.0,3354000000.0,,,,-31115000000.0,,-19628000000.0,-1375000000.0,23861000000.0,,4633000000.0,,524000000.0
JPM,2014-09-30,3M,USD,51000000.0,51000000.0,27523000000.0,,-1718000000.0,-1375000000.0,2308000000.0,-2449000000.0,7610000000.0,-2151000000.0,-7372000000.0,,-10923000000.0,7610000000.0,7610000000.0,3427000000.0,-7258000000.0,3427000000.0,-1516000000.0,-1718000000.0,,-1489000000.0,-683000000.0,-683000000.0,1096000000.0,1147000000.0,1147000000.0,-635000000.0,25372000000.0,-1375000000.0,-2449000000.0,-6000000.0,,2001000000.0,2308000000.0,1599000000.0,11042000000.0,17794000000.0,-12865000000.0,43000000.0,-1489000000.0,5572000000.0,5572000000.0,-11500000000.0,-1823000000.0,4929000000.0,1229000000.0,387000000.0,,1599000000.0,-6752000000.0,-2449000000.0,-6000000.0,,-2517000000.0,1599000000.0,,,,-44871000000.0,,-12865000000.0,-1489000000.0,33371000000.0,,-6752000000.0,,539000000.0
JPM,2014-12-31,3M,USD,,,25372000000.0,,-1912000000.0,44167000000.0,-70006000000.0,28746000000.0,-3281000000.0,2459000000.0,-19008000000.0,,38358000000.0,-3281000000.0,-3281000000.0,4156000000.0,20225000000.0,4156000000.0,2907000000.0,-1912000000.0,,-1510000000.0,2426000000.0,2426000000.0,1500000000.0,1186000000.0,1186000000.0,-448000000.0,27831000000.0,44167000000.0,28746000000.0,-29000000.0,939000000.0,2186000000.0,-70006000000.0,-1000000.0,29127000000.0,24252000000.0,-15782000000.0,819000000.0,-1510000000.0,4931000000.0,4931000000.0,15543000000.0,13345000000.0,8470000000.0,3604000000.0,1377000000.0,,-1000000.0,4875000000.0,28746000000.0,-29000000.0,,-1342000000.0,-1000000.0,0.0,,,-26439000000.0,,-15782000000.0,-1510000000.0,41982000000.0,,4875000000.0,,509000000.0
JPM,2015-03-31,3M,USD,,,27831000000.0,,-1770000000.0,4337000000.0,-24150000000.0,14879000000.0,-6482000000.0,-5010000000.0,-10199000000.0,,24856000000.0,-6482000000.0,-6482000000.0,-27000000.0,8148000000.0,-27000000.0,-4934000000.0,-1770000000.0,,-1900000000.0,33000000.0,33000000.0,1181000000.0,1181000000.0,1181000000.0,-76000000.0,22821000000.0,4337000000.0,14879000000.0,-52000000.0,608000000.0,1601000000.0,-24150000000.0,1392000000.0,28395000000.0,28395000000.0,-22183000000.0,1272000000.0,-1900000000.0,5914000000.0,5914000000.0,10387000000.0,-5673000000.0,6212000000.0,-1147000000.0,672000000.0,,1392000000.0,-11885000000.0,14879000000.0,-52000000.0,,-1869000000.0,1392000000.0,,,,-23122000000.0,,-34068000000.0,-1900000000.0,33509000000.0,,,-11885000000.0,565000000.0
JPM,2015-06-30,3M,USD,,,22821000000.0,,-1964000000.0,-117766000000.0,101621000000.0,17296000000.0,-2950000000.0,1274000000.0,10917000000.0,,4501000000.0,-2950000000.0,-2950000000.0,181000000.0,12649000000.0,181000000.0,1151000000.0,-1964000000.0,,-1249000000.0,57000000.0,57000000.0,1238000000.0,1238000000.0,1238000000.0,123000000.0,24095000000.0,-117766000000.0,17296000000.0,-44000000.0,5225000000.0,1701000000.0,101621000000.0,3382000000.0,26190000000.0,26190000000.0,-18007000000.0,-9000000.0,-1249000000.0,6290000000.0,6290000000.0,11752000000.0,-4093000000.0,8183000000.0,-374000000.0,88000000.0,,3382000000.0,-12276000000.0,17296000000.0,-44000000.0,,-4339000000.0,3382000000.0,,,,-23947000000.0,,-30283000000.0,-1249000000.0,35699000000.0,,,-12276000000.0,510000000.0
JPM,2015-09-30,3M,USD,,,24095000000.0,,-1944000000.0,-30084000000.0,2251000000.0,25124000000.0,-3988000000.0,-2837000000.0,-6947000000.0,,13319000000.0,-3988000000.0,-3988000000.0,11262000000.0,13646000000.0,11262000000.0,-2709000000.0,-1944000000.0,,-1248000000.0,-620000000.0,-620000000.0,1248000000.0,1248000000.0,1248000000.0,-128000000.0,21258000000.0,-30084000000.0,25124000000.0,-33000000.0,1038000000.0,2322000000.0,2251000000.0,1119000000.0,15658000000.0,15658000000.0,-11192000000.0,-8000000.0,-1248000000.0,6804000000.0,6804000000.0,10271000000.0,-18988000000.0,4466000000.0,-801000000.0,899000000.0,,1119000000.0,-23454000000.0,25124000000.0,-33000000.0,,2933000000.0,1119000000.0,,,,-12895000000.0,,-34646000000.0,-1248000000.0,23166000000.0,,,-23454000000.0,464000000.0
JPM,2015-12-31,3M,USD,,,21258000000.0,,-2195000000.0,-43998000000.0,27258000000.0,16167000000.0,-9941000000.0,-768000000.0,2528000000.0,,2729000000.0,-9941000000.0,-9941000000.0,11248000000.0,6564000000.0,11248000000.0,-573000000.0,-2195000000.0,,-1219000000.0,1863000000.0,1863000000.0,1273000000.0,1273000000.0,1273000000.0,-195000000.0,20490000000.0,-43998000000.0,16167000000.0,,2552000000.0,1596000000.0,27258000000.0,0.0,9368000000.0,9368000000.0,-15865000000.0,,-1219000000.0,5434000000.0,5434000000.0,13573000000.0,-16710000000.0,-6497000000.0,-4036000000.0,2044000000.0,,0.0,-10213000000.0,16167000000.0,,,1192000000.0,0.0,,,,-17044000000.0,,-26078000000.0,-1219000000.0,30617000000.0,,,-10213000000.0,
JPM,2016-03-31,3M,USD,,,20490000000.0,,-1946000000.0,53584000000.0,-34581000000.0,-21383000000.0,124000000.0,-2278000000.0,-7464000000.0,,-12886000000.0,124000000.0,124000000.0,-11115000000.0,-31341000000.0,-11115000000.0,-2380000000.0,-1946000000.0,,-1696000000.0,906000000.0,906000000.0,1289000000.0,1289000000.0,1289000000.0,102000000.0,18212000000.0,53584000000.0,-21383000000.0,,447000000.0,2129000000.0,-34581000000.0,0.0,16525000000.0,15718000000.0,-16560000000.0,,-1696000000.0,5520000000.0,5520000000.0,9080000000.0,-35000000.0,-842000000.0,-3021000000.0,162000000.0,,0.0,807000000.0,-21383000000.0,,,419000000.0,0.0,,,,-19659000000.0,,-16560000000.0,-1696000000.0,28739000000.0,,807000000.0,,
JPM,2016-06-30,3M,USD,,,18212000000.0,,-2174000000.0,20575000000.0,-17483000000.0,-1524000000.0,3590000000.0,1498000000.0,-3300000000.0,,-1382000000.0,3590000000.0,3590000000.0,-7292000000.0,-8384000000.0,-7292000000.0,1568000000.0,-2174000000.0,,-2840000000.0,-329000000.0,-329000000.0,1336000000.0,1336000000.0,1336000000.0,-70000000.0,19710000000.0,20575000000.0,-1524000000.0,,814000000.0,2154000000.0,-17483000000.0,0.0,19850000000.0,20346000000.0,-15462000000.0,,-2840000000.0,6200000000.0,6200000000.0,7131000000.0,4388000000.0,4884000000.0,-72000000.0,-738000000.0,,0.0,-496000000.0,-1524000000.0,,,-1749000000.0,0.0,,,,-22477000000.0,,-15462000000.0,-2840000000.0,29608000000.0,,-496000000.0,,
JPM,2016-09-30,3M,USD,,,19710000000.0,,-2069000000.0,57540000000.0,-60038000000.0,4192000000.0,1941000000.0,1680000000.0,4336000000.0,,-16981000000.0,1941000000.0,1941000000.0,676000000.0,-10028000000.0,676000000.0,1694000000.0,-2069000000.0,,-2295000000.0,274000000.0,274000000.0,1407000000.0,1407000000.0,1407000000.0,-14000000.0,21390000000.0,57540000000.0,4192000000.0,,549000000.0,2639000000.0,-60038000000.0,0.0,35646000000.0,35957000000.0,-19032000000.0,,-2295000000.0,6286000000.0,6286000000.0,5953000000.0,16145000000.0,16925000000.0,-1848000000.0,-1014000000.0,,0.0,-780000000.0,4192000000.0,,,4982000000.0,0.0,,,,-24765000000.0,,-19501000000.0,-2295000000.0,30718000000.0,,,,
JPM,2016-12-31,3M,USD,,,21390000000.0,,-2287000000.0,-33428000000.0,-2847000000.0,38911000000.0,-1915000000.0,2483000000.0,1911000000.0,,18753000000.0,-1915000000.0,-1915000000.0,11916000000.0,30665000000.0,11916000000.0,2636000000.0,-2287000000.0,,-2251000000.0,3800000000.0,3800000000.0,1446000000.0,1446000000.0,1446000000.0,-153000000.0,23873000000.0,-33428000000.0,38911000000.0,,595000000.0,2586000000.0,-2847000000.0,0.0,11049000000.0,11049000000.0,-17895000000.0,,-2251000000.0,6727000000.0,6727000000.0,-25506000000.0,-8838000000.0,-6846000000.0,-1233000000.0,-1235000000.0,,0.0,-1992000000.0,38911000000.0,,,-4591000000.0,0.0,,,,-57201000000.0,,-19887000000.0,-2251000000.0,31695000000.0,,,-1992000000.0,
JPM,2017-03-31,3M,USD,,,23873000000.0,,-2045000000.0,43605000000.0,-27037000000.0,-20036000000.0,-9048000000.0,-3389000000.0,11854000000.0,,-24995000000.0,-9048000000.0,-9048000000.0,-7767000000.0,-29956000000.0,-7767000000.0,-3468000000.0,-2045000000.0,,-2832000000.0,629000000.0,629000000.0,1464000000.0,1464000000.0,1464000000.0,79000000.0,20484000000.0,43605000000.0,-20036000000.0,,356000000.0,3195000000.0,-27037000000.0,,20846000000.0,16538000000.0,-26049000000.0,,-2832000000.0,6448000000.0,6448000000.0,8050000000.0,-5203000000.0,-9511000000.0,100000000.0,-24000000.0,,,4308000000.0,-20036000000.0,,,64000000.0,,,,,-20416000000.0,,-26049000000.0,-2832000000.0,28466000000.0,,4308000000.0,,
JPM,2017-06-30,3M,USD,,,20484000000.0,,-2341000000.0,4306000000.0,-10042000000.0,7012000000.0,3859000000.0,1297000000.0,-488000000.0,,-4901000000.0,3859000000.0,3859000000.0,-4173000000.0,-5703000000.0,-4173000000.0,1276000000.0,-2341000000.0,,-3007000000.0,-790000000.0,-790000000.0,1504000000.0,1504000000.0,1504000000.0,21000000.0,21781000000.0,4306000000.0,7012000000.0,,1380000000.0,3127000000.0,-10042000000.0,,32906000000.0,18992000000.0,-21694000000.0,,-3007000000.0,7029000000.0,7029000000.0,21079000000.0,11212000000.0,-2702000000.0,-1052000000.0,574000000.0,,,13914000000.0,7012000000.0,,,3757000000.0,,,,,-25197000000.0,,-21694000000.0,-3007000000.0,46276000000.0,,13914000000.0,,
JPM,2017-09-30,3M,USD,,,21781000000.0,,-2092000000.0,-11506000000.0,14737000000.0,-3014000000.0,2241000000.0,213000000.0,7469000000.0,,-29646000000.0,2241000000.0,2241000000.0,2145000000.0,-17791000000.0,2145000000.0,217000000.0,-2092000000.0,,-4763000000.0,-26000000.0,-26000000.0,1579000000.0,1579000000.0,1579000000.0,-4000000.0,21994000000.0,-11506000000.0,-3014000000.0,,1502000000.0,3972000000.0,14737000000.0,,11565000000.0,10781000000.0,-18189000000.0,,-4763000000.0,6732000000.0,6732000000.0,1244000000.0,-6624000000.0,-7408000000.0,-31000000.0,105000000.0,,,784000000.0,-3014000000.0,,,5040000000.0,,,,,-28698000000.0,,-18189000000.0,-4763000000.0,29942000000.0,,784000000.0,,
