symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,AmortizationOfIntangibles,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowFromContinuingFinancingActivities,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInAccountPayable,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,ChangeInPayable,ChangeInPayablesAndAccruedExpense,ChangeInReceivables,ChangeInWorkingCapital,ChangesInAccountReceivables,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredIncomeTax,DeferredTax,Depreciation,DepreciationAmortizationDepletion,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetPreferredStockIssuance,NetShortTermDebtIssuance,OperatingCashFlow,OperatingGainsLosses,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PreferredStockIssuance,PreferredStockPayments,ProceedsFromStockOptionExercised,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,StockBasedCompensation
JPM,2017-12-31,3M,USD,,,21994000000.0,,-2515000000.0,-21763000000.0,12059000000.0,13537000000.0,-5570000000.0,3833000000.0,-14517000000.0,,30306000000.0,-5570000000.0,-5570000000.0,-6073000000.0,4146000000.0,-6073000000.0,3833000000.0,-2515000000.0,,-4808000000.0,2499000000.0,2499000000.0,1632000000.0,1632000000.0,1632000000.0,0.0,25827000000.0,-21763000000.0,13537000000.0,,1087000000.0,3859000000.0,12059000000.0,,-9046000000.0,9960000000.0,-17147000000.0,,-4808000000.0,4232000000.0,4232000000.0,12850000000.0,-9653000000.0,-7187000000.0,13000000.0,-1218000000.0,,,-2466000000.0,13537000000.0,,,-280000000.0,,,,,-33347000000.0,,-17147000000.0,-6066000000.0,46197000000.0,,,,
JPM,2018-03-31,3M,USD,,,431304000000.0,,-2236000000.0,60589000000.0,-45021000000.0,-35109000000.0,-90000000.0,-16492000000.0,-3929000000.0,,-36423000000.0,-90000000.0,-90000000.0,-5009000000.0,-45451000000.0,-5009000000.0,-19541000000.0,-2236000000.0,,-4671000000.0,-175000000.0,-175000000.0,1797000000.0,1797000000.0,1797000000.0,3049000000.0,414812000000.0,60589000000.0,-35109000000.0,,429000000.0,4431000000.0,-45021000000.0,,19916000000.0,19916000000.0,-31887000000.0,,-4671000000.0,8712000000.0,8712000000.0,8814000000.0,-942000000.0,-11971000000.0,-1176000000.0,-649000000.0,,,11029000000.0,-35109000000.0,,,-1157000000.0,,,,,-19366000000.0,,-31887000000.0,-4671000000.0,28180000000.0,,,,
JPM,2018-06-30,3M,USD,,,414812000000.0,,-2480000000.0,-46823000000.0,6047000000.0,35685000000.0,12664000000.0,-9632000000.0,3213000000.0,,12429000000.0,12664000000.0,12664000000.0,-3074000000.0,25232000000.0,-3074000000.0,-5091000000.0,-2480000000.0,,-4968000000.0,-41000000.0,-41000000.0,1927000000.0,1927000000.0,1927000000.0,-4541000000.0,405180000000.0,-46823000000.0,35685000000.0,,3477000000.0,4720000000.0,6047000000.0,,21250000000.0,21250000000.0,-18284000000.0,,-4968000000.0,8316000000.0,8316000000.0,2711000000.0,4088000000.0,2966000000.0,-345000000.0,-1263000000.0,,,1122000000.0,35685000000.0,,,-959000000.0,,,,,-15513000000.0,,-18284000000.0,-4968000000.0,18224000000.0,,,,
JPM,2018-09-30,3M,USD,,,405180000000.0,,-2273000000.0,2553000000.0,-808000000.0,13189000000.0,14103000000.0,13917000000.0,3625000000.0,,-16197000000.0,14103000000.0,14103000000.0,-3252000000.0,-1721000000.0,-3252000000.0,14934000000.0,-2273000000.0,,-4416000000.0,-107000000.0,-107000000.0,1992000000.0,1992000000.0,1992000000.0,-1017000000.0,419097000000.0,2553000000.0,13189000000.0,,-1709000000.0,5993000000.0,-808000000.0,,13676000000.0,13676000000.0,-19465000000.0,,-4416000000.0,8380000000.0,8380000000.0,-460000000.0,-4966000000.0,-5789000000.0,1056000000.0,-75000000.0,,,823000000.0,13189000000.0,,,3697000000.0,,,,,-20264000000.0,,-19465000000.0,-4416000000.0,19804000000.0,,,,
JPM,2018-12-31,3M,USD,,,419097000000.0,,-3120000000.0,17839000000.0,-158211000000.0,422000000.0,-12047000000.0,-140304000000.0,-11742000000.0,,13249000000.0,-12047000000.0,-12047000000.0,5486000000.0,-5054000000.0,5486000000.0,-139950000000.0,-3120000000.0,,-5928000000.0,2044000000.0,2044000000.0,2075000000.0,2075000000.0,2075000000.0,-354000000.0,278793000000.0,17839000000.0,422000000.0,,1345000000.0,6008000000.0,-158211000000.0,41000000.0,16820000000.0,16820000000.0,-6677000000.0,,-5928000000.0,7066000000.0,7066000000.0,-29111000000.0,15645000000.0,10143000000.0,747000000.0,-2999000000.0,,-1655000000.0,5502000000.0,422000000.0,,,-7257000000.0,41000000.0,,,,-49316000000.0,,-6677000000.0,-7624000000.0,20205000000.0,,,,
JPM,2019-03-31,3M,USD,,,278793000000.0,,-3033000000.0,69435000000.0,36301000000.0,-80880000000.0,10705000000.0,23811000000.0,2292000000.0,,-120865000000.0,10705000000.0,10705000000.0,869000000.0,-106999000000.0,869000000.0,24856000000.0,-3033000000.0,,-5091000000.0,233000000.0,233000000.0,2038000000.0,2038000000.0,2038000000.0,-1045000000.0,302604000000.0,69435000000.0,-80880000000.0,,534000000.0,7336000000.0,36301000000.0,1850000000.0,15560000000.0,15560000000.0,-12425000000.0,,-5091000000.0,9179000000.0,9179000000.0,-2772000000.0,4590000000.0,3135000000.0,4893000000.0,-1769000000.0,,925000000.0,1455000000.0,-80880000000.0,,,13174000000.0,1850000000.0,-925000000.0,,,-33244000000.0,,-12425000000.0,-6016000000.0,30472000000.0,,,,
JPM,2019-06-30,3M,USD,,,302604000000.0,,-3048000000.0,-12966000000.0,-8877000000.0,-13854000000.0,-1915000000.0,-34566000000.0,-12438000000.0,,3482000000.0,-1915000000.0,-1915000000.0,-16285000000.0,-27156000000.0,-16285000000.0,-35697000000.0,-3048000000.0,,-5210000000.0,-275000000.0,-275000000.0,2046000000.0,2046000000.0,2046000000.0,1131000000.0,268038000000.0,-12966000000.0,-13854000000.0,,2358000000.0,6458000000.0,-8877000000.0,0.0,13599000000.0,13599000000.0,-25959000000.0,,-5210000000.0,9652000000.0,9652000000.0,-36286000000.0,-23722000000.0,-12360000000.0,4027000000.0,106000000.0,,0.0,-11362000000.0,-13854000000.0,,,730000000.0,0.0,0.0,,,-73659000000.0,,-25959000000.0,-5210000000.0,37373000000.0,,,,
JPM,2019-09-30,3M,USD,,,268038000000.0,,-2975000000.0,39537000000.0,-65605000000.0,17695000000.0,10871000000.0,-11441000000.0,-11035000000.0,,7870000000.0,10871000000.0,10871000000.0,-673000000.0,7033000000.0,-673000000.0,-8373000000.0,-2975000000.0,,-6949000000.0,-398000000.0,-398000000.0,,2145000000.0,2145000000.0,-3068000000.0,256597000000.0,39537000000.0,17695000000.0,,586000000.0,6996000000.0,-65605000000.0,2250000000.0,15996000000.0,15996000000.0,-13552000000.0,,-6949000000.0,9080000000.0,9080000000.0,-85809000000.0,-8226000000.0,2444000000.0,-4120000000.0,-2620000000.0,,1370000000.0,-10670000000.0,17695000000.0,,,-1679000000.0,2250000000.0,-880000000.0,,,-105041000000.0,,-13552000000.0,-7829000000.0,19232000000.0,,,,
JPM,2019-12-31,3M,USD,,,256597000000.0,,-3287000000.0,-63019000000.0,-15832000000.0,83085000000.0,-20013000000.0,7034000000.0,3232000000.0,,66714000000.0,-20013000000.0,-20013000000.0,16011000000.0,65944000000.0,16011000000.0,4234000000.0,-3287000000.0,,-6751000000.0,1389000000.0,1389000000.0,,2139000000.0,2139000000.0,2800000000.0,263631000000.0,-63019000000.0,83085000000.0,,2146000000.0,9128000000.0,-15832000000.0,900000000.0,15930000000.0,15930000000.0,-17674000000.0,,-6751000000.0,8520000000.0,8520000000.0,-4905000000.0,-9728000000.0,-1744000000.0,-1657000000.0,-752000000.0,,-1370000000.0,-7984000000.0,83085000000.0,,,3666000000.0,900000000.0,-2270000000.0,,,-43632000000.0,,-17674000000.0,-9021000000.0,38727000000.0,,,,
JPM,2020-03-31,3M,USD,,,263631000000.0,,-3188000000.0,362305000000.0,-135150000000.0,-120772000000.0,45019000000.0,103903000000.0,-61893000000.0,,-67116000000.0,45019000000.0,45019000000.0,-49323000000.0,-133313000000.0,-49323000000.0,106383000000.0,-3188000000.0,,-6517000000.0,-1329000000.0,-1329000000.0,,2197000000.0,2197000000.0,-2480000000.0,367534000000.0,362305000000.0,-120772000000.0,,763000000.0,4374000000.0,-135150000000.0,4500000000.0,34851000000.0,34851000000.0,-29057000000.0,,-6517000000.0,2865000000.0,2865000000.0,-65801000000.0,18249000000.0,5794000000.0,3442000000.0,-13108000000.0,,3070000000.0,12455000000.0,-120772000000.0,,,523000000.0,4500000000.0,-1430000000.0,,,-131810000000.0,,-29057000000.0,-7947000000.0,66009000000.0,,,,
JPM,2020-06-30,3M,USD,,,367534000000.0,,-3154000000.0,89131000000.0,-48467000000.0,83740000000.0,-26079000000.0,126195000000.0,37736000000.0,,7204000000.0,-26079000000.0,-26079000000.0,49697000000.0,68558000000.0,49697000000.0,124404000000.0,,,0.0,-3517000000.0,-3517000000.0,,2149000000.0,2149000000.0,1791000000.0,493729000000.0,89131000000.0,83740000000.0,,3081000000.0,4865000000.0,-48467000000.0,0.0,22893000000.0,22893000000.0,-13887000000.0,,0.0,4687000000.0,4687000000.0,-83144000000.0,4543000000.0,9006000000.0,313000000.0,7203000000.0,,0.0,-4463000000.0,83740000000.0,,,1390000000.0,0.0,0.0,,,-115812000000.0,,-13887000000.0,0.0,32668000000.0,,,,
JPM,2020-09-30,3M,USD,,,493729000000.0,,-3209000000.0,19251000000.0,-14589000000.0,-14826000000.0,-2332000000.0,-6207000000.0,-4391000000.0,,-24205000000.0,-2332000000.0,-2332000000.0,-4772000000.0,-35700000000.0,-4772000000.0,-10164000000.0,,,0.0,-590000000.0,-590000000.0,,2141000000.0,2141000000.0,3957000000.0,487522000000.0,19251000000.0,-14826000000.0,,2280000000.0,2337000000.0,-14589000000.0,0.0,6499000000.0,6499000000.0,-47537000000.0,,0.0,9443000000.0,9443000000.0,27831000000.0,-47085000000.0,-41038000000.0,-976000000.0,2507000000.0,,0.0,-6047000000.0,-14826000000.0,,,9269000000.0,0.0,0.0,,,-39053000000.0,,-47537000000.0,0.0,66884000000.0,,,,
JPM,2020-12-31,3M,USD,,,487522000000.0,,-3139000000.0,125958000000.0,-63706000000.0,-28052000000.0,-8781000000.0,40087000000.0,-13886000000.0,,-8168000000.0,-8781000000.0,-8781000000.0,-13614000000.0,-44449000000.0,-13614000000.0,34200000000.0,,,0.0,1455000000.0,1455000000.0,,2127000000.0,2127000000.0,5887000000.0,527609000000.0,125958000000.0,-28052000000.0,,1537000000.0,1501000000.0,-63706000000.0,0.0,14443000000.0,14443000000.0,-14574000000.0,,0.0,12136000000.0,12136000000.0,-59638000000.0,2362000000.0,-131000000.0,-2359000000.0,-3943000000.0,,0.0,2493000000.0,-28052000000.0,,,2568000000.0,0.0,0.0,,,-122870000000.0,,-14574000000.0,0.0,63232000000.0,,,,
JPM,2021-03-31,3M,USD,,,527609000000.0,,-3193000000.0,218911000000.0,15391000000.0,-43872000000.0,23559000000.0,183463000000.0,7131000000.0,,-53220000000.0,23559000000.0,23559000000.0,-24323000000.0,-46853000000.0,-24323000000.0,190430000000.0,,,-4806000000.0,998000000.0,998000000.0,2070000000.0,2070000000.0,2070000000.0,-6967000000.0,711072000000.0,218911000000.0,-43872000000.0,,640000000.0,1127000000.0,15391000000.0,1500000000.0,24162000000.0,24162000000.0,-14983000000.0,,-4806000000.0,14300000000.0,14300000000.0,-17687000000.0,18566000000.0,9179000000.0,-2501000000.0,-653000000.0,,1500000000.0,9387000000.0,-43872000000.0,,,-10231000000.0,1500000000.0,0.0,,,-127306000000.0,,-14983000000.0,-4806000000.0,109619000000.0,,,,
JPM,2021-06-30,3M,USD,,,711072000000.0,,-3121000000.0,-37943000000.0,17698000000.0,13530000000.0,7213000000.0,-5651000000.0,-4422000000.0,,21857000000.0,7213000000.0,7213000000.0,-10606000000.0,14042000000.0,-10606000000.0,-6715000000.0,,,-6194000000.0,29000000.0,29000000.0,,2003000000.0,2003000000.0,1064000000.0,705421000000.0,-37943000000.0,13530000000.0,,13076000000.0,1334000000.0,17698000000.0,3850000000.0,31605000000.0,31605000000.0,-18481000000.0,,-6194000000.0,11948000000.0,11948000000.0,24814000000.0,9599000000.0,13124000000.0,1005000000.0,-2853000000.0,,1275000000.0,-3525000000.0,13530000000.0,,,-12207000000.0,3850000000.0,-2575000000.0,,,-45710000000.0,,-18481000000.0,-8769000000.0,70524000000.0,,,,
JPM,2021-09-30,3M,USD,,,705421000000.0,,-3158000000.0,97047000000.0,-62275000000.0,23331000000.0,16775000000.0,54448000000.0,-3067000000.0,,-19076000000.0,16775000000.0,16775000000.0,8781000000.0,3413000000.0,8781000000.0,58103000000.0,,,-5286000000.0,-2090000000.0,-2090000000.0,,1928000000.0,1928000000.0,-3655000000.0,759869000000.0,97047000000.0,23331000000.0,,3901000000.0,1421000000.0,-62275000000.0,2000000000.0,13505000000.0,13505000000.0,-12577000000.0,,-5286000000.0,11687000000.0,11687000000.0,-24004000000.0,-224000000.0,928000000.0,-1916000000.0,-3845000000.0,,2000000000.0,-1152000000.0,23331000000.0,,,9920000000.0,2000000000.0,0.0,,,-69171000000.0,,-12577000000.0,-5286000000.0,45167000000.0,,,,
JPM,2021-12-31,3M,USD,,,759869000000.0,,-3386000000.0,-2022000000.0,-100158000000.0,85095000000.0,-4385000000.0,-19035000000.0,-11387000000.0,,67324000000.0,-4385000000.0,-4385000000.0,13747000000.0,65299000000.0,13747000000.0,-17085000000.0,,,-2122000000.0,4811000000.0,4811000000.0,,1931000000.0,1931000000.0,-1950000000.0,740834000000.0,-2022000000.0,85095000000.0,,1120000000.0,1260000000.0,-100158000000.0,0.0,13137000000.0,13137000000.0,-8891000000.0,,-2122000000.0,10399000000.0,10399000000.0,-79944000000.0,7309000000.0,4246000000.0,-2319000000.0,-3693000000.0,,0.0,3063000000.0,85095000000.0,,,3943000000.0,0.0,0.0,,,-118354000000.0,,-8891000000.0,-2122000000.0,38410000000.0,,,,
JPM,2022-03-31,3M,USD,,,740834000000.0,,-3430000000.0,132772000000.0,-72608000000.0,-41917000000.0,64738000000.0,13698000000.0,1319000000.0,,-80199000000.0,64738000000.0,64738000000.0,-49719000000.0,-63861000000.0,-49719000000.0,18247000000.0,,,-2455000000.0,-730000000.0,-730000000.0,,1820000000.0,1820000000.0,-4549000000.0,754532000000.0,132772000000.0,-41917000000.0,,705000000.0,1088000000.0,-72608000000.0,0.0,20651000000.0,20651000000.0,-13094000000.0,,-2455000000.0,8282000000.0,8282000000.0,-20806000000.0,11857000000.0,7557000000.0,-491000000.0,-3197000000.0,,-2000000000.0,4300000000.0,-41917000000.0,,,11109000000.0,0.0,-2000000000.0,,,-58580000000.0,,-13094000000.0,-4455000000.0,37774000000.0,,,,
JPM,2022-06-30,3M,USD,,,754532000000.0,,-3344000000.0,-83802000000.0,-53203000000.0,66018000000.0,6238000000.0,-85272000000.0,-16249000000.0,,53408000000.0,6238000000.0,6238000000.0,6668000000.0,50065000000.0,6668000000.0,-70987000000.0,,,-707000000.0,-1356000000.0,-1356000000.0,,1789000000.0,1789000000.0,-14285000000.0,669260000000.0,-83802000000.0,66018000000.0,,2395000000.0,3369000000.0,-53203000000.0,0.0,25222000000.0,25222000000.0,-12897000000.0,,-707000000.0,8649000000.0,8649000000.0,6198000000.0,13647000000.0,12325000000.0,1466000000.0,-1556000000.0,,0.0,1322000000.0,66018000000.0,,,5770000000.0,0.0,0.0,,,-35110000000.0,,-12897000000.0,-707000000.0,41308000000.0,,,,
JPM,2022-09-30,3M,USD,,,669260000000.0,,-3412000000.0,-32883000000.0,39522000000.0,-18204000000.0,4985000000.0,-25073000000.0,-2184000000.0,,-39918000000.0,4985000000.0,4985000000.0,1430000000.0,-35687000000.0,1430000000.0,-11565000000.0,,,0.0,-1369000000.0,-1369000000.0,,1771000000.0,1771000000.0,-13508000000.0,644187000000.0,-32883000000.0,-18204000000.0,,-2874000000.0,6618000000.0,39522000000.0,0.0,23071000000.0,23071000000.0,-11479000000.0,,0.0,9737000000.0,9737000000.0,36515000000.0,1157000000.0,11592000000.0,2225000000.0,-2750000000.0,,0.0,-10435000000.0,-18204000000.0,,,5807000000.0,0.0,0.0,,,-10843000000.0,,-11479000000.0,0.0,47358000000.0,,,,
JPM,2022-12-31,3M,USD,,,644187000000.0,,-3376000000.0,-142344000000.0,-51530000000.0,101222000000.0,-17347000000.0,-76953000000.0,14232000000.0,,66633000000.0,-17347000000.0,-17347000000.0,18651000000.0,82169000000.0,18651000000.0,-92652000000.0,,,0.0,717000000.0,717000000.0,,1671000000.0,1671000000.0,15699000000.0,567234000000.0,-142344000000.0,101222000000.0,,4129000000.0,12068000000.0,-51530000000.0,0.0,9498000000.0,9498000000.0,-8086000000.0,,0.0,11008000000.0,11008000000.0,-9440000000.0,-2759000000.0,1412000000.0,-761000000.0,-4429000000.0,,-5434000000.0,-4171000000.0,101222000000.0,,,3369000000.0,0.0,-5434000000.0,,,-55401000000.0,,-8086000000.0,-5434000000.0,45961000000.0,,,,
JPM,2023-03-31,3M,USD,,,567234000000.0,,-3374000000.0,64557000000.0,23794000000.0,-111241000000.0,-27847000000.0,-21234000000.0,14129000000.0,,-124327000000.0,-27847000000.0,-27847000000.0,9823000000.0,-128222000000.0,9823000000.0,-22890000000.0,,,-2690000000.0,-606000000.0,-606000000.0,,1649000000.0,1649000000.0,1656000000.0,546000000000.0,64557000000.0,-111241000000.0,,1382000000.0,15287000000.0,23794000000.0,,8750000000.0,8750000000.0,-16171000000.0,,-2690000000.0,12622000000.0,12622000000.0,24719000000.0,-9297000000.0,-7421000000.0,2513000000.0,-6581000000.0,,0.0,-1876000000.0,-111241000000.0,,,1041000000.0,,0.0,,,-30111000000.0,,-16171000000.0,-2690000000.0,54830000000.0,,,,
