date,open_price,highest_price,lowest_price,close_price,volume,symbol,is_quarter,is_annual
2021-09-29,166.21,166.9,165.04,165.95,7777078,JPM,False,False
2021-09-28,167.7,169.3,165.66,166.08,13387886,JPM,False,False
2021-09-27,165.0,167.4,164.61,166.98,13220871,JPM,False,False
2021-09-24,161.44,163.59,160.82,163.04,10102432,JPM,False,False
2021-09-23,158.0,161.71,157.67,161.18,12336136,JPM,False,False
2021-09-22,155.2,157.25,155.1,155.91,11236150,JPM,False,False
2021-09-21,153.53,154.55,152.5774,152.98,8999860,JPM,False,False
2021-09-20,153.89,154.56,150.49,152.96,15819905,JPM,False,False
2021-09-17,157.38,159.01,157.0,157.68,25608018,JPM,False,False
2021-09-16,159.41,160.855,157.22,158.09,10880895,JPM,False,False
2021-09-15,156.72,158.69,156.47,158.16,11691485,JPM,False,False
2021-09-14,160.45,161.34,156.26,157.07,11685606,JPM,False,False
2021-09-13,158.53,160.05,158.07,159.86,10052807,JPM,False,False
2021-09-10,160.56,160.7193,157.22,157.36,8311551,JPM,False,False
2021-09-09,158.27,160.8325,158.08,159.19,7904256,JPM,False,False
2021-09-08,158.89,159.58,158.04,158.5,7852678,JPM,False,False
2021-09-07,159.99,161.3814,158.96,159.21,9290968,JPM,False,False
2021-09-03,160.39,160.89,159.145,159.49,7961223,JPM,False,False
2021-09-02,160.02,161.61,159.43,160.46,8815634,JPM,False,False
2021-09-01,160.22,160.76,158.97,159.72,8729920,JPM,False,False
2021-08-31,160.44,161.37,159.35,159.95,12340838,JPM,False,False
2021-08-30,163.21,163.49,159.8801,160.44,7937561,JPM,False,False
2021-08-27,161.75,163.16,161.26,163.05,8780185,JPM,False,False
2021-08-26,162.26,163.83,161.15,161.75,11027451,JPM,False,False
2021-08-25,158.51,161.78,157.8,160.92,11335040,JPM,False,False
2021-08-24,157.0,158.55,156.87,157.67,7670925,JPM,False,False
2021-08-23,155.33,157.09,155.24,156.7,7934587,JPM,False,False
2021-08-20,154.35,154.9,153.16,154.72,6974102,JPM,False,False
2021-08-19,153.16,155.56,153.01,154.28,9517737,JPM,False,False
2021-08-18,156.31,158.01,155.34,155.58,8065493,JPM,False,False
2021-08-17,157.57,158.86,155.27,157.01,9347213,JPM,False,False
2021-08-16,158.94,159.03,156.78,158.93,8759767,JPM,False,False
2021-08-13,161.79,162.16,159.57,159.98,8953523,JPM,False,False
2021-08-12,161.88,162.37,160.5539,161.79,8849610,JPM,False,False
2021-08-11,160.0,161.5,159.08,161.16,9156458,JPM,False,False
2021-08-10,156.74,159.975,156.31,159.26,8666998,JPM,False,False
2021-08-09,157.52,158.55,155.9,157.33,9516867,JPM,False,False
2021-08-06,155.19,157.82,155.11,157.5,13328750,JPM,False,False
2021-08-05,152.28,153.69,152.01,153.15,9151499,JPM,False,False
2021-08-04,151.25,153.37,150.91,151.24,10154973,JPM,False,False
2021-08-03,151.95,153.32,149.52,152.89,10394804,JPM,False,False
2021-08-02,152.03,154.45,151.07,151.17,10203157,JPM,False,False
2021-07-30,152.58,153.67,151.2,151.78,9805241,JPM,False,False
2021-07-29,153.14,153.87,151.91,153.0,9048750,JPM,False,False
2021-07-28,152.29,152.77,150.88,151.7,9217294,JPM,False,False
2021-07-27,150.4,152.49,149.8,151.45,11218727,JPM,False,False
2021-07-26,150.19,151.96,150.17,151.65,8207990,JPM,False,False
2021-07-23,151.48,152.84,150.25,150.64,9666101,JPM,False,False
2021-07-22,152.88,153.44,149.97,150.93,9913322,JPM,False,False
2021-07-21,152.05,153.65,151.36,152.86,12356686,JPM,False,False
2021-07-20,146.52,151.12,146.3278,149.71,15385158,JPM,False,False
2021-07-19,148.55,149.823,145.71,146.97,22172865,JPM,False,False
2021-07-16,155.96,156.28,151.02,151.91,14002741,JPM,False,False
2021-07-15,153.9,156.53,153.7,155.46,11539263,JPM,False,False
2021-07-14,155.95,157.28,152.95,155.12,14622833,JPM,False,False
2021-07-13,156.05,157.39,153.5001,155.65,22671744,JPM,False,False
2021-07-12,154.35,159.1612,153.94,158.0,19940363,JPM,False,False
2021-07-09,153.05,156.15,152.58,155.77,13694523,JPM,False,False
2021-07-08,151.61,152.53,150.04,150.94,17834574,JPM,False,False
2021-07-07,152.01,154.2829,151.55,153.59,12271789,JPM,False,False
2021-07-06,155.78,155.78,152.345,153.41,15083360,JPM,False,False
2021-07-02,155.95,156.32,155.12,156.03,11431349,JPM,False,False
2021-07-01,156.26,157.14,155.415,157.08,10479389,JPM,False,False
2021-06-30,153.75,156.08,153.7097,155.54,12530993,JPM,True,False
2021-06-29,155.0,156.31,153.61,154.14,14528708,JPM,False,False
2021-06-28,153.7,154.48,152.1203,154.33,14125837,JPM,False,False
2021-06-25,152.59,154.495,151.6686,154.05,15484922,JPM,False,False
2021-06-24,151.92,153.12,151.22,152.51,13733186,JPM,False,False
2021-06-23,150.2,152.04,150.09,151.12,12733326,JPM,False,False
2021-06-22,150.6,150.97,148.66,150.21,14251160,JPM,False,False
2021-06-21,149.08,151.202,149.0201,150.43,18664796,JPM,False,False
2021-06-18,149.3,149.7,147.56,147.92,43595659,JPM,False,False
2021-06-17,157.1,157.46,151.25,151.76,29722421,JPM,False,False
2021-06-16,154.73,157.62,153.11,156.27,24773291,JPM,False,False
2021-06-15,156.7,156.92,154.13,155.18,24485479,JPM,False,False
2021-06-14,160.15,160.33,156.655,157.57,19917855,JPM,False,False
2021-06-11,160.43,161.199,159.06,160.29,13683774,JPM,False,False
2021-06-10,164.36,165.24,160.31,160.4,12119419,JPM,False,False
2021-06-09,164.14,164.22,162.28,162.94,12377367,JPM,False,False
2021-06-08,164.49,165.76,163.1618,165.0,10370719,JPM,False,False
2021-06-07,167.0,167.1,165.14,165.66,7267196,JPM,False,False
2021-06-04,166.21,166.67,165.03,166.44,8510831,JPM,False,False
2021-06-03,165.41,167.245,164.661,166.17,13354653,JPM,False,False
2021-06-02,167.26,167.44,165.53,166.06,10498568,JPM,False,False
2021-06-01,165.87,166.91,165.48,166.05,9445366,JPM,False,False
2021-05-28,164.68,164.94,163.26,164.24,10294700,JPM,False,False
2021-05-27,163.95,164.75,162.57,164.35,15707512,JPM,False,False
2021-05-26,163.57,163.74,161.305,161.83,13058340,JPM,False,False
2021-05-25,163.85,165.7,161.56,161.85,12609084,JPM,False,False
2021-05-24,163.36,164.225,162.1189,163.54,9440290,JPM,False,False
2021-05-21,161.34,163.223,160.94,162.66,10248994,JPM,False,False
2021-05-20,160.83,161.86,159.52,160.83,10426014,JPM,False,False
2021-05-19,161.0,161.18,158.64,161.11,13278895,JPM,False,False
2021-05-18,164.68,165.5,162.24,162.35,11098117,JPM,False,False
2021-05-17,163.37,164.85,163.03,164.67,9886843,JPM,False,False
2021-05-14,162.39,164.45,161.99,164.01,10583975,JPM,False,False
2021-05-13,158.18,162.445,157.68,161.5,15397363,JPM,False,False
2021-05-12,159.61,160.78,157.03,157.45,14381733,JPM,False,False
2021-05-11,161.08,162.39,158.04,158.54,15451666,JPM,False,False
2021-05-10,161.5,163.73,161.12,161.22,14014332,JPM,False,False
2021-05-07,157.22,161.5,157.02,161.24,14257828,JPM,False,False
2021-05-06,158.07,160.825,157.16,160.69,13542406,JPM,False,False
2021-05-05,156.0,158.28,154.63,157.52,10506700,JPM,False,False
2021-05-04,152.87,155.64,152.14,155.48,12977673,JPM,False,False
2021-05-03,154.85,155.48,153.13,153.36,11801108,JPM,False,False
2021-04-30,154.1,154.49,153.01,153.81,11705065,JPM,False,False
2021-04-29,153.54,155.28,153.2,155.19,12976866,JPM,False,False
2021-04-28,152.43,152.89,151.4,152.23,8943653,JPM,False,False
2021-04-27,150.5,151.57,150.11,151.25,12821182,JPM,False,False
2021-04-26,150.78,152.46,150.38,150.56,10799065,JPM,False,False
2021-04-23,147.18,151.13,146.685,150.19,14043086,JPM,False,False
2021-04-22,150.23,150.3,147.26,147.37,15256117,JPM,False,False
2021-04-21,147.79,150.61,146.79,150.54,12236674,JPM,False,False
2021-04-20,151.74,151.75,148.65,149.27,13716678,JPM,False,False
2021-04-19,153.42,153.88,152.22,152.65,11900220,JPM,False,False
2021-04-16,153.87,154.51,152.69,153.3,13773412,JPM,False,False
2021-04-15,151.25,152.2,149.32,152.17,17694125,JPM,False,False
2021-04-14,151.47,153.83,150.93,151.21,19939592,JPM,False,False
2021-04-13,154.75,155.2,152.43,154.09,16113557,JPM,False,False
2021-04-12,155.58,157.25,155.57,155.95,12273355,JPM,False,False
2021-04-09,155.81,157.042,154.97,156.28,12122400,JPM,False,False
2021-04-08,154.0,155.505,152.31,155.12,12335512,JPM,False,False
2021-04-07,153.1,155.23,152.65,154.93,16903523,JPM,False,False
2021-04-06,152.79,154.28,151.86,152.54,13071554,JPM,False,False
2021-04-05,154.4,154.94,152.6,153.62,13507979,JPM,False,False
2021-04-01,151.9,153.79,151.55,153.71,16561508,JPM,False,False
2021-03-31,153.28,154.49,152.12,152.23,16736681,JPM,True,False
2021-03-30,154.46,155.87,153.88,154.48,13184306,JPM,False,False
2021-03-29,152.1201,153.7276,151.04,152.68,17570343,JPM,False,False
2021-03-26,154.3,155.45,152.55,155.09,16754402,JPM,False,False
2021-03-25,150.0,152.97,149.33,152.55,15608340,JPM,False,False
2021-03-24,150.0,153.18,149.86,150.62,13079793,JPM,False,False
2021-03-23,150.33,152.12,148.96,149.46,17076304,JPM,False,False
2021-03-22,152.8,153.97,150.61,150.97,19944845,JPM,False,False
2021-03-19,155.51,155.94,151.19,155.14,54418832,JPM,False,False
2021-03-18,157.6,161.69,157.11,157.65,21898467,JPM,False,False
2021-03-17,155.34,156.88,153.05,155.09,13952375,JPM,False,False
2021-03-16,154.09,154.6,152.19,153.51,12805565,JPM,False,False
2021-03-15,156.35,156.92,153.96,155.37,12103264,JPM,False,False
2021-03-12,156.86,157.63,155.0701,156.15,12849532,JPM,False,False
2021-03-11,154.11,156.15,153.36,154.32,11771478,JPM,False,False
2021-03-10,151.91,156.16,151.51,155.13,14342237,JPM,False,False
2021-03-09,151.5,154.25,149.82,151.83,16238763,JPM,False,False
2021-03-08,152.47,155.46,150.75,152.91,17133270,JPM,False,False
2021-03-05,153.215,153.49,147.97,150.91,18465108,JPM,False,False
2021-03-04,152.61,154.3786,148.6201,150.56,20093905,JPM,False,False
2021-03-03,151.23,154.98,150.825,152.91,14324103,JPM,False,False
2021-03-02,150.08,151.78,149.84,150.01,14221724,JPM,False,False
2021-03-01,149.52,151.3799,148.48,150.5,14845483,JPM,False,False
2021-02-26,150.3,150.8741,146.51,147.17,19751561,JPM,False,False
2021-02-25,154.27,154.9,150.59,151.18,18056345,JPM,False,False
2021-02-24,150.11,153.76,150.11,153.26,15061433,JPM,False,False
2021-02-23,151.51,152.31,149.59,150.61,16234408,JPM,False,False
2021-02-22,146.87,150.19,146.79,149.41,11301409,JPM,False,False
2021-02-19,145.86,148.84,145.86,148.02,11969782,JPM,False,False
2021-02-18,144.0,145.79,143.4,145.59,10590274,JPM,False,False
2021-02-17,143.95,145.38,143.12,145.1,10806559,JPM,False,False
2021-02-16,143.55,145.32,142.4,144.65,12130618,JPM,False,False
2021-02-12,139.05,141.61,139.0,141.25,8324562,JPM,False,False
2021-02-11,139.66,140.55,138.22,139.27,9200955,JPM,False,False
2021-02-10,140.0,140.87,139.04,139.66,9877416,JPM,False,False
2021-02-09,139.43,139.98,138.54,139.58,8587220,JPM,False,False
2021-02-08,138.2,140.3,138.18,140.14,10136384,JPM,False,False
2021-02-05,139.39,139.49,137.38,137.98,10051265,JPM,False,False
2021-02-04,135.47,138.66,135.47,138.25,12419526,JPM,False,False
2021-02-03,133.65,135.755,133.51,135.14,10600777,JPM,False,False
2021-02-02,131.94,134.39,131.22,133.61,11832421,JPM,False,False
2021-02-01,129.4,130.0697,128.475,129.62,11080662,JPM,False,False
2021-01-29,131.19,131.72,128.19,128.67,14808109,JPM,False,False
2021-01-28,129.9,132.17,128.99,130.11,13761758,JPM,False,False
2021-01-27,129.59,129.85,127.35,127.86,17603851,JPM,False,False
2021-01-26,132.75,133.17,131.34,131.58,11307819,JPM,False,False
2021-01-25,132.14,133.17,130.06,132.12,14212764,JPM,False,False
2021-01-22,132.69,134.4,132.2,133.79,12933227,JPM,False,False
2021-01-21,135.69,136.16,134.325,134.83,13415022,JPM,False,False
2021-01-20,137.82,138.17,135.435,135.97,16028845,JPM,False,False
2021-01-19,139.86,140.7,137.82,138.04,19843782,JPM,False,False
2021-01-15,137.43,141.65,137.01,138.64,27881016,JPM,False,False
2021-01-14,140.49,142.75,140.0,141.17,18565597,JPM,False,False
2021-01-13,138.59,140.79,138.1,140.35,14816761,JPM,False,False
2021-01-12,139.44,141.6599,138.8301,140.22,17968062,JPM,False,False
2021-01-11,134.58,138.2,134.11,138.05,15949048,JPM,False,False
2021-01-08,135.97,136.35,134.12,136.02,12035126,JPM,False,False
2021-01-07,135.69,138.19,134.92,135.87,21940387,JPM,False,False
2021-01-06,129.88,132.77,127.88,131.55,24909056,JPM,False,False
2021-01-05,124.99,126.2995,123.77,125.65,13731206,JPM,False,False
2021-01-04,127.5,127.8579,124.78,125.87,16819915,JPM,False,False
2020-12-31,125.09,127.33,124.82,127.07,8580214,JPM,True,True
2020-12-30,125.49,125.845,124.9,125.36,7397964,JPM,False,False
2020-12-29,126.2,126.2799,124.89,125.01,8389199,JPM,False,False
2020-12-28,125.82,126.65,124.7886,125.34,8021144,JPM,False,False
2020-12-24,125.09,125.55,123.57,124.52,4164948,JPM,False,False
2020-12-23,122.78,126.52,122.35,125.07,14973226,JPM,False,False
2020-12-22,123.39,123.52,121.61,121.67,11808882,JPM,False,False
2020-12-21,123.17,125.0,121.09,123.55,28323642,JPM,False,False
2020-12-18,119.14,119.8837,118.27,119.08,28954764,JPM,False,False
2020-12-17,121.26,121.45,119.58,119.67,11618001,JPM,False,False
2020-12-16,120.3,121.08,119.86,120.67,11169364,JPM,False,False
2020-12-15,119.29,120.9,118.62,120.32,12591419,JPM,False,False
2020-12-14,121.335,121.42,118.105,118.3,12112352,JPM,False,False
2020-12-11,118.94,120.02,118.37,119.56,9981643,JPM,False,False
2020-12-10,119.99,120.7781,119.56,120.27,13668420,JPM,False,False
2020-12-09,123.17,123.3,120.44,121.05,13073933,JPM,False,False
2020-12-08,121.04,122.33,120.76,122.0,9592124,JPM,False,False
2020-12-07,121.15,122.17,120.21,121.88,9724307,JPM,False,False
2020-12-04,122.48,123.29,121.6901,122.34,13583654,JPM,False,False
2020-12-03,121.85,121.885,120.36,121.24,12904414,JPM,False,False
2020-12-02,119.7,122.31,119.27,122.04,10811255,JPM,False,False
2020-12-01,120.34,121.58,119.6276,119.74,12287069,JPM,False,False
2020-11-30,120.0,120.7199,117.77,117.88,14411847,JPM,False,False
2020-11-27,122.0,122.35,121.08,121.22,5983627,JPM,False,False
2020-11-25,121.37,122.38,120.465,122.03,11715627,JPM,False,False
2020-11-24,120.07,123.5,119.71,123.32,19660667,JPM,False,False
2020-11-23,116.05,118.17,115.57,117.87,13209211,JPM,False,False
2020-11-20,114.43,115.65,114.09,114.57,12720823,JPM,False,False
2020-11-19,114.18,115.82,113.56,115.56,10202538,JPM,False,False
2020-11-18,117.34,118.61,115.2,115.25,12571217,JPM,False,False
2020-11-17,115.39,116.44,114.58,116.11,14553245,JPM,False,False
2020-11-16,117.79,118.61,115.7318,117.3,19858562,JPM,False,False
2020-11-13,114.7,114.86,113.5701,114.08,11856870,JPM,False,False
2020-11-12,112.53,113.955,112.055,113.37,22066464,JPM,False,False
2020-11-11,116.89,116.96,113.96,114.78,14443409,JPM,False,False
2020-11-10,117.35,117.45,114.69,116.52,20539339,JPM,False,False
2020-11-09,113.16,118.9,110.35,116.9,47792406,JPM,False,False
2020-11-06,105.03,105.1,102.39,102.96,12552785,JPM,False,False
2020-11-05,101.06,105.095,101.0,104.35,17837373,JPM,False,False
2020-11-04,101.0,102.07,98.93,100.25,18886518,JPM,False,False
2020-11-03,103.02,104.74,102.69,103.41,17482590,JPM,False,False
2020-11-02,99.39,100.88,97.86,100.25,15011597,JPM,False,False
2020-10-30,97.91,98.42,96.23,98.04,15200685,JPM,False,False
2020-10-29,96.12,97.98,95.2397,97.17,14208820,JPM,False,False
2020-10-28,97.5,98.3,96.07,96.54,16389464,JPM,False,False
2020-10-27,100.51,100.92,99.16,99.33,10391663,JPM,False,False
2020-10-26,102.65,102.7,100.25,101.24,12410742,JPM,False,False
2020-10-23,103.5,104.45,102.93,103.81,15087611,JPM,False,False
2020-10-22,99.32,103.24,99.31,102.88,14837204,JPM,False,False
2020-10-21,100.36,100.99,99.33,99.37,10730521,JPM,False,False
2020-10-20,100.31,101.77,100.12,100.37,11257070,JPM,False,False
2020-10-19,101.6,101.87,99.56,99.8,11725674,JPM,False,False
2020-10-16,101.41,102.33,100.723,101.51,13276397,JPM,False,False
2020-10-15,99.1,101.78,99.04,101.72,17171199,JPM,False,False
2020-10-14,101.03,101.925,100.1,100.22,15214907,JPM,False,False
2020-10-13,103.0,103.22,100.26,100.78,21697310,JPM,False,False
2020-10-12,101.1,103.0,100.85,102.44,16057978,JPM,False,False
2020-10-09,102.0,102.105,100.11,101.2,13689115,JPM,False,False
2020-10-08,100.51,101.92,99.895,101.78,15659016,JPM,False,False
2020-10-07,98.96,100.35,98.6658,99.73,16358533,JPM,False,False
2020-10-06,100.07,100.86,97.5101,98.02,19220440,JPM,False,False
2020-10-05,98.32,99.25,97.53,99.04,13871881,JPM,False,False
2020-10-02,95.25,98.59,95.09,97.89,15149570,JPM,False,False
2020-10-01,97.12,97.77,96.03,96.97,15778666,JPM,False,False
2020-09-30,95.35,97.1975,95.26,96.27,16400587,JPM,True,False
2020-09-29,96.03,96.03,94.332,95.35,12854673,JPM,False,False
2020-09-28,95.06,96.93,94.35,96.16,20894106,JPM,False,False
2020-09-25,92.05,93.715,91.87,93.47,13293076,JPM,False,False
2020-09-24,92.32,94.3,91.38,92.66,18366522,JPM,False,False
2020-09-23,94.78,95.35,92.6617,92.74,19952667,JPM,False,False
2020-09-22,94.96,95.66,93.67,94.27,19257004,JPM,False,False
2020-09-21,95.2,96.05,93.82,95.31,28378768,JPM,False,False
2020-09-18,97.89,99.49,97.44,98.35,20121579,JPM,False,False
2020-09-17,98.7,99.3433,97.71,98.56,18290104,JPM,False,False
2020-09-16,99.43,101.13,98.76,99.7,19284239,JPM,False,False
2020-09-15,102.73,102.85,99.14,99.28,23682973,JPM,False,False
2020-09-14,101.51,103.46,101.37,102.47,19017373,JPM,False,False
2020-09-11,99.97,101.36,99.59,101.07,13784342,JPM,False,False
2020-09-10,101.4,102.42,99.64,99.83,15922793,JPM,False,False
2020-09-09,100.8,101.69,99.56,100.87,13434024,JPM,False,False
2020-09-08,102.98,103.57,99.48,99.92,22108612,JPM,False,False
2020-09-04,104.05,105.21,101.37,103.52,26325470,JPM,False,False
2020-09-03,103.32,104.99,100.64,101.33,23281235,JPM,False,False
2020-09-02,99.95,101.94,99.56,101.65,14475673,JPM,False,False
2020-09-01,99.55,100.8712,99.04,100.14,11602053,JPM,False,False
2020-08-31,102.12,102.18,100.02,100.19,14219441,JPM,False,False
2020-08-28,103.14,103.25,101.81,102.77,13756725,JPM,False,False
2020-08-27,99.0,102.65,99.0,102.35,22163863,JPM,False,False
2020-08-26,99.94,100.27,99.05,99.09,12052437,JPM,False,False
2020-08-25,101.27,101.98,99.8,100.5,13648931,JPM,False,False
2020-08-24,98.45,100.21,97.42,100.06,17898270,JPM,False,False
2020-08-21,97.27,98.565,96.94,97.32,12228301,JPM,False,False
2020-08-20,97.26,98.03,96.8,97.37,13672577,JPM,False,False
2020-08-19,98.92,100.59,98.34,98.55,13533015,JPM,False,False
2020-08-18,99.91,99.91,98.12,98.32,13246506,JPM,False,False
2020-08-17,101.5,102.0,99.53,99.71,14886101,JPM,False,False
2020-08-14,101.5,103.31,101.42,102.41,12134360,JPM,False,False
2020-08-13,102.0,103.36,101.635,102.37,13598648,JPM,False,False
2020-08-12,106.16,106.43,101.71,102.94,19250157,JPM,False,False
2020-08-11,103.86,106.16,103.51,103.82,31518607,JPM,False,False
2020-08-10,100.11,102.04,100.0343,100.64,14989853,JPM,False,False
2020-08-07,96.93,99.49,96.56,99.38,14743678,JPM,False,False
2020-08-06,97.58,98.1,96.54,97.24,10482062,JPM,False,False
2020-08-05,95.87,98.47,95.72,97.21,15349693,JPM,False,False
2020-08-04,95.91,95.95,95.03,95.55,13366154,JPM,False,False
2020-08-03,97.02,97.57,95.85,96.1,12972563,JPM,False,False
2020-07-31,96.48,96.93,95.25,96.64,14539496,JPM,False,False
2020-07-30,97.54,97.74,96.05,97.02,14834785,JPM,False,False
2020-07-29,97.07,99.71,97.0,99.68,12743520,JPM,False,False
2020-07-28,96.5,97.8854,96.5,97.32,11754273,JPM,False,False
2020-07-27,97.51,97.63,96.17,96.9,11959055,JPM,False,False
2020-07-24,99.6,99.8,97.94,98.28,12744151,JPM,False,False
2020-07-23,98.5,99.35,97.97,98.98,12870184,JPM,False,False
2020-07-22,99.65,100.13,97.53,98.69,14271150,JPM,False,False
2020-07-21,97.71,100.05,97.64,99.41,17795263,JPM,False,False
2020-07-20,97.43,98.39,97.26,97.3,14445109,JPM,False,False
2020-07-17,100.0,100.08,98.14,98.16,16137582,JPM,False,False
2020-07-16,98.78,101.22,98.55,100.01,16873528,JPM,False,False
2020-07-15,100.89,101.29,98.65,99.73,22488759,JPM,False,False
2020-07-14,98.37,99.95,96.64,98.21,42649916,JPM,False,False
2020-07-13,98.73,99.27,96.23,97.65,31972365,JPM,False,False
2020-07-10,92.0,96.84,91.87,96.27,28936074,JPM,False,False
2020-07-09,93.52,94.12,90.78,91.28,25537711,JPM,False,False
2020-07-08,92.29,93.34,91.8,93.3,18747096,JPM,False,False
2020-07-07,93.82,94.1,92.0,92.32,25716604,JPM,False,False
2020-07-06,94.43,95.2,93.48,95.0,18591330,JPM,False,False
2020-07-02,94.74,94.96,91.93,92.66,27823420,JPM,False,False
2020-07-01,94.89,95.71,93.03,93.26,18813874,JPM,False,False
2020-06-30,92.83,94.66,92.57,94.06,19104819,JPM,True,False
2020-06-29,93.4,94.49,92.18,93.0,18499738,JPM,False,False
2020-06-26,95.11,95.37,92.0,92.59,41871942,JPM,False,False
2020-06-25,94.35,98.21,94.26,97.96,25660076,JPM,False,False
2020-06-24,96.75,96.84,94.31,94.66,22887863,JPM,False,False
2020-06-23,98.97,99.97,97.85,97.93,15360209,JPM,False,False
2020-06-22,97.25,97.95,96.54,96.75,16184557,JPM,False,False
2020-06-19,100.53,100.6,96.73,97.81,40322181,JPM,False,False
2020-06-18,98.67,100.52,98.13,98.94,16542324,JPM,False,False
2020-06-17,102.53,102.54,99.21,99.48,15615730,JPM,False,False
2020-06-16,105.37,105.68,99.31,102.06,22161662,JPM,False,False
2020-06-15,96.42,101.43,95.87,101.25,22123470,JPM,False,False
2020-06-12,100.71,101.13,97.33,99.87,24847593,JPM,False,False
2020-06-11,100.03,101.58,96.54,97.21,36188133,JPM,False,False
2020-06-10,110.46,110.51,105.85,106.06,24808690,JPM,False,False
2020-06-09,110.65,111.63,109.01,110.54,16998077,JPM,False,False
2020-06-08,113.41,114.19,111.94,113.45,24849521,JPM,False,False
2020-06-05,114.93,115.77,109.53,111.23,42221859,JPM,False,False
2020-06-04,103.82,106.61,102.79,106.44,26767072,JPM,False,False
2020-06-03,101.58,104.92,101.06,104.27,25912786,JPM,False,False
2020-06-02,100.28,100.42,97.93,98.93,21179324,JPM,False,False
2020-06-01,97.75,99.51,97.38,98.6,15175467,JPM,False,False
2020-05-29,98.66,99.18,96.78,97.31,26524824,JPM,False,False
2020-05-28,102.94,102.95,99.4,99.86,24710215,JPM,False,False
2020-05-27,102.07,102.58,98.8,101.37,39352961,JPM,False,False
2020-05-26,92.89,97.5,92.61,95.82,41212819,JPM,False,False
2020-05-22,90.01,90.36,88.72,89.47,13548471,JPM,False,False
2020-05-21,90.27,91.76,89.67,90.17,15026988,JPM,False,False
2020-05-20,90.71,92.39,90.37,91.33,20542199,JPM,False,False
2020-05-19,90.05,91.2,88.59,88.67,19577104,JPM,False,False
2020-05-18,88.69,91.15,87.88,90.45,30503120,JPM,False,False
2020-05-15,86.85,87.28,85.3,85.9,26086370,JPM,False,False
2020-05-14,82.72,88.11,82.4,87.52,35081581,JPM,False,False
2020-05-13,86.38,86.86,83.4,84.03,35428515,JPM,False,False
2020-05-12,90.15,90.79,86.9,87.03,27897255,JPM,False,False
2020-05-11,91.11,91.11,89.33,89.97,31870987,JPM,False,False
2020-05-08,92.8,94.08,92.11,92.7,20487319,JPM,False,False
2020-05-07,91.34,92.91,90.58,91.21,16760130,JPM,False,False
2020-05-06,92.16,92.76,89.93,90.27,20953664,JPM,False,False
2020-05-05,93.65,94.21,91.9,92.0,18050548,JPM,False,False
2020-05-04,92.02,92.67,90.8,92.14,15714498,JPM,False,False
2020-05-01,93.5,93.74,91.84,93.25,18566557,JPM,False,False
2020-04-30,95.6,96.84,94.55,95.76,19088881,JPM,False,False
2020-04-29,99.08,99.45,97.27,97.86,20424159,JPM,False,False
2020-04-28,97.81,98.36,95.03,95.29,20226623,JPM,False,False
2020-04-27,91.94,95.63,91.54,94.62,22964313,JPM,False,False
2020-04-24,90.64,91.1,88.49,90.71,15808036,JPM,False,False
2020-04-23,89.74,91.28,89.26,89.39,16579995,JPM,False,False
2020-04-22,90.69,91.87,89.18,89.34,16651575,JPM,False,False
2020-04-21,88.62,91.38,88.33,89.05,23016693,JPM,False,False
2020-04-20,92.47,94.71,90.46,91.71,23636658,JPM,False,False
2020-04-17,92.0,95.7,90.96,95.18,30154476,JPM,False,False
2020-04-16,90.23,90.57,87.05,87.33,31987735,JPM,False,False
2020-04-15,91.15,92.03,90.13,90.79,30095291,JPM,False,False
2020-04-14,101.02,102.0,93.64,95.5,46093623,JPM,False,False
2020-04-13,103.11,103.11,97.3,98.19,26846280,JPM,False,False
2020-04-09,96.92,104.39,96.89,102.76,42053722,JPM,False,False
2020-04-08,92.1,94.86,90.55,94.3,22893337,JPM,False,False
2020-04-07,94.45,94.5,90.38,90.64,22554093,JPM,False,False
2020-04-06,88.99,90.99,87.7,89.46,26803056,JPM,False,False
2020-04-03,86.0,87.48,82.77,84.05,21190825,JPM,False,False
2020-04-02,83.51,87.91,82.96,87.51,24008569,JPM,False,False
2020-04-01,85.1,86.56,83.25,84.36,27991972,JPM,False,False
2020-03-31,92.05,94.17,89.34,90.03,23343919,JPM,True,False
2020-03-30,90.65,94.09,89.3,93.5,21651652,JPM,False,False
2020-03-27,93.19,94.84,90.55,91.13,30015761,JPM,False,False
2020-03-26,94.08,98.57,93.54,98.12,29820215,JPM,False,False
2020-03-25,89.24,95.15,84.54,91.73,38035335,JPM,False,False
2020-03-24,84.9,90.1,82.9,88.43,34300265,JPM,False,False
2020-03-23,82.68,83.75,78.09,79.03,32482544,JPM,False,False
2020-03-20,86.3,89.46,82.48,83.5,30148033,JPM,False,False
2020-03-19,81.56,88.11,76.91,85.3,32161864,JPM,False,False
2020-03-18,87.67,90.79,80.36,83.89,41348022,JPM,False,False
2020-03-17,90.89,97.44,87.5,93.76,35228522,JPM,False,False
2020-03-16,85.2,93.98,84.55,88.36,38463444,JPM,False,False
2020-03-13,95.99,103.99,92.0,103.91,38399766,JPM,False,False
2020-03-12,89.59,96.96,86.32,88.05,49692504,JPM,False,False
2020-03-11,97.7,100.05,94.55,95.96,38012372,JPM,False,False
2020-03-10,99.0,101.28,94.58,100.7,31064427,JPM,False,False
2020-03-09,96.57,99.23,93.0,93.44,40283062,JPM,False,False
2020-03-06,106.26,110.32,105.02,108.08,38153871,JPM,False,False
2020-03-05,115.67,116.43,112.58,113.97,24848069,JPM,False,False
